holding_id,InputRoster_masika__id,s11q01b,s11q01b_unit
00-82-39-67,Urea,100,Kilogram
00-82-39-67,Calcium ammonium nitrate (CAN),100,Kilogram
00-82-39-67,"Nitrogen, phosphorus, potassium (NPK)",400,Kilogram
00-82-39-67,Insecticides,300,Milliliter
00-83-05-25,Urea,50,Kilogram
00-83-05-25,Calcium ammonium nitrate (CAN),50,Kilogram
00-83-05-25,Insecticides,100,Milliliter
00-83-05-25,Fungicides,100,Milliliter
00-83-06-26,Urea,4,Kilogram
00-83-06-26,Calcium ammonium nitrate (CAN),10,Kilogram
00-83-16-84,Urea,30,Kilogram
00-83-16-84,Diammonium phosphate (DAP),20,Kilogram
00-83-18-10,Urea,100,Kilogram
00-83-18-10,Diammonium phosphate (DAP),100,Kilogram
00-83-18-10,Calcium ammonium nitrate (CAN),100,Kilogram
00-83-18-10,Herbicides (liquid),20,Milliliter
00-83-20-31,Calcium ammonium nitrate (CAN),20,Kilogram
00-83-20-31,"Nitrogen, phosphorus, potassium (NPK)",20,Kilogram
00-83-20-31,Insecticides,2,Liter
00-83-42-37,Insecticides,250,Milliliter
00-83-67-01,Urea,50,Kilogram
00-83-67-01,Diammonium phosphate (DAP),50,Kilogram
00-83-67-01,Insecticides,250,Gram
00-84-27-95,Urea,25,Kilogram
00-84-27-95,Insecticides,40,Milliliter
00-84-41-50,Urea,300,Kilogram
00-84-41-50,Ammonium sulphate (SA),300,Kilogram
00-84-41-50,Herbicides (liquid),3,Liter
00-84-60-45,"Nitrogen, phosphorus, potassium (NPK)",20,Kilogram
00-84-97-11,Urea,50,Kilogram
00-84-97-11,Ammonium sulphate (SA),60,Kilogram
00-84-97-11,Insecticides,35,Milliliter
00-85-19-77,Urea,1000,Kilogram
00-85-19-77,Diammonium phosphate (DAP),2000,Kilogram
00-85-19-77,Insecticides,20,Liter
00-85-99-34,Urea,100,Kilogram
00-85-99-34,Calcium ammonium nitrate (CAN),100,Kilogram
00-85-99-34,"Nitrogen, phosphorus, potassium (NPK)",600,Kilogram
00-85-99-34,Insecticides,120,Milliliter
00-86-92-49,Urea,50,Kilogram
00-86-92-49,Insecticides,400,Milliliter
00-87-04-25,Urea,50,Kilogram
00-87-04-25,Calcium ammonium nitrate (CAN),50,Kilogram
00-87-04-25,Herbicides (liquid),4,Liter
00-87-23-54,Diammonium phosphate (DAP),300,Kilogram
00-87-23-54,Insecticides,250,Milliliter
00-87-52-23,Insecticides,2,Liter
00-87-55-96,Diammonium phosphate (DAP),50,Gram
00-88-08-40,Insecticides,1,Liter
00-88-65-01,Urea,50,Kilogram
00-88-65-01,Diammonium phosphate (DAP),50,Kilogram
00-88-65-01,Calcium ammonium nitrate (CAN),50,Kilogram
00-88-83-01,Urea,100,Kilogram
00-88-83-01,Calcium ammonium nitrate (CAN),50,Kilogram
00-88-94-36,Urea,50,Kilogram
00-88-94-36,Calcium ammonium nitrate (CAN),50,Kilogram
00-88-94-36,Insecticides,1,Liter
00-88-94-36,Herbicides (liquid),1,Liter
00-89-00-65,Herbicides (solid),1,Kilogram
00-89-84-77,Urea,100,Kilogram
00-89-84-77,Diammonium phosphate (DAP),50,Kilogram
00-89-84-77,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
00-89-84-77,Insecticides,1,Liter
00-89-91-52,Insecticides,2400,Milliliter
00-90-45-91,Herbicides (liquid),12,Liter
00-90-46-84,Insecticides,2,Liter
00-90-63-27,Urea,50,Kilogram
00-90-63-27,Calcium ammonium nitrate (CAN),50,Kilogram
00-90-63-27,Herbicides (liquid),2,Liter
00-90-74-89,Diammonium phosphate (DAP),300,Kilogram
00-90-74-89,Insecticides,3,Liter
00-91-13-70,Insecticides,250,Milliliter
00-91-25-36,Urea,1000,Kilogram
00-91-25-36,Diammonium phosphate (DAP),400,Kilogram
00-91-25-36,Calcium ammonium nitrate (CAN),1750,Kilogram
00-91-25-36,Ammonium sulphate (SA),500,Kilogram
00-91-25-36,Herbicides (liquid),3,Liter
00-91-25-42,Urea,150,Kilogram
00-91-25-42,Insecticides,3,Liter
00-91-27-81,Urea,50,Kilogram
00-91-27-81,Calcium ammonium nitrate (CAN),150,Kilogram
00-91-27-81,Ammonium sulphate (SA),50,Kilogram
00-91-27-81,Insecticides,1,Liter
00-92-20-51,Urea,100,Kilogram
00-92-20-51,Diammonium phosphate (DAP),100,Kilogram
00-92-20-51,Ammonium sulphate (SA),100,Kilogram
00-92-62-87,Calcium ammonium nitrate (CAN),100,Kilogram
00-92-62-87,"Nitrogen, phosphorus, potassium (NPK)",350,Kilogram
00-92-62-87,Insecticides,3,Liter
00-93-38-35,Urea,100,Kilogram
00-93-38-35,Ammonium sulphate (SA),100,Kilogram
00-93-38-35,Insecticides,100,Kilogram
00-93-38-35,Herbicides (liquid),200,Milliliter
00-93-59-06,Insecticides,2,Liter
00-93-69-50,Insecticides,500,Milliliter
00-93-97-20,Urea,200,Kilogram
00-93-97-20,Diammonium phosphate (DAP),50,Kilogram
00-93-97-20,Calcium ammonium nitrate (CAN),100,Kilogram
00-93-97-20,Insecticides,200,Milliliter
00-93-97-20,Herbicides (liquid),5,Liter
00-94-24-21,Insecticides,2,Liter
00-94-45-12,Insecticides,10,Milliliter
00-94-81-91,Insecticides,3,Liter
00-95-04-32,Urea,250,Kilogram
00-95-04-32,Diammonium phosphate (DAP),150,Kilogram
00-95-04-32,Calcium ammonium nitrate (CAN),200,Kilogram
00-95-04-32,Insecticides,7,Liter
00-95-04-32,Herbicides (liquid),2,Liter
00-95-04-32,Fungicides,1,Liter
00-95-06-31,Insecticides,1,Liter
00-95-43-58,Urea,50,Kilogram
00-95-43-58,Ammonium sulphate (SA),750,Kilogram
00-95-43-58,Insecticides,250,Milliliter
00-96-06-73,Urea,300,Kilogram
00-96-06-73,"Nitrogen, phosphorus, potassium (NPK)",300,Kilogram
00-96-06-73,Insecticides,1,Liter
00-96-06-73,Fungicides,1,Liter
00-96-27-93,Urea,100,Kilogram
00-96-27-93,Calcium ammonium nitrate (CAN),50,Kilogram
00-96-27-93,Ammonium sulphate (SA),50,Kilogram
00-96-39-88,"Nitrogen, phosphorus, potassium (NPK)",5,Kilogram
00-96-39-88,Insecticides,50,Milliliter
00-96-60-53,Ammonium sulphate (SA),200,Kilogram
00-96-89-86,Urea,100,Kilogram
00-96-89-86,Diammonium phosphate (DAP),100,Kilogram
00-96-89-86,Calcium ammonium nitrate (CAN),50,Kilogram
00-96-89-86,Insecticides,1,Liter
00-96-89-86,Herbicides (liquid),1,Liter
00-96-89-86,Fungicides,1,Liter
00-96-99-31,Insecticides,2,Liter
00-97-20-72,Urea,150,Kilogram
00-97-20-72,Diammonium phosphate (DAP),100,Kilogram
00-97-20-72,Herbicides (liquid),1,Liter
00-97-66-94,Urea,5,Kilogram
00-97-66-94,Diammonium phosphate (DAP),5,Kilogram
00-98-07-51,Diammonium phosphate (DAP),50,Kilogram
00-98-07-51,Calcium ammonium nitrate (CAN),150,Kilogram
00-98-07-51,"Nitrogen, phosphorus, potassium (NPK)",100,Kilogram
00-98-07-51,Insecticides,6,Liter
00-98-17-64,Urea,200,Kilogram
00-98-17-64,Diammonium phosphate (DAP),200,Kilogram
00-98-17-64,Calcium ammonium nitrate (CAN),200,Kilogram
00-98-17-64,Insecticides,2,Liter
00-98-17-64,Herbicides (liquid),6,Liter
00-98-20-88,Insecticides,20,Milliliter
00-98-36-68,Urea,200,Kilogram
00-98-36-68,Calcium ammonium nitrate (CAN),100,Kilogram
00-98-36-68,Ammonium sulphate (SA),100,Kilogram
00-98-36-68,Herbicides (liquid),3,Liter
00-98-44-76,Urea,25,Kilogram
00-98-44-76,Diammonium phosphate (DAP),25,Kilogram
00-98-44-76,Calcium ammonium nitrate (CAN),25,Kilogram
00-98-44-76,Herbicides (liquid),1,Liter
00-98-59-62,Insecticides,1,Liter
00-98-89-68,Urea,15,Kilogram
00-98-89-68,Diammonium phosphate (DAP),15,Kilogram
00-98-89-68,Calcium ammonium nitrate (CAN),15,Kilogram
00-98-89-68,Insecticides,1,Liter
00-98-97-02,Urea,150,Kilogram
00-98-97-02,Herbicides (liquid),3,Liter
00-99-07-25,Insecticides,100,Milliliter
00-99-32-15,Urea,50,Kilogram
00-99-32-15,Calcium ammonium nitrate (CAN),125,Kilogram
00-99-32-15,"Nitrogen, phosphorus, potassium (NPK)",75,Kilogram
00-99-32-15,Insecticides,560,Gram
00-99-99-00,Urea,100,Kilogram
00-99-99-00,Diammonium phosphate (DAP),50,Kilogram
00-99-99-00,Calcium ammonium nitrate (CAN),100,Kilogram
00-99-99-00,Ammonium sulphate (SA),50,Kilogram
00-99-99-00,Insecticides,100,Milliliter
00-99-99-00,Herbicides (liquid),1,Liter
01-00-07-92,Insecticides,3,Liter
01-00-40-49,Insecticides,700,Milliliter
01-00-46-00,Urea,41,Kilogram
01-00-46-00,Insecticides,2,Liter
01-01-49-07,Calcium ammonium nitrate (CAN),50,Kilogram
01-01-49-07,Ammonium sulphate (SA),50,Kilogram
01-01-49-07,Insecticides,9,Kilogram
01-01-93-23,Urea,50,Kilogram
01-01-93-23,Diammonium phosphate (DAP),50,Kilogram
01-02-05-19,Urea,100,Kilogram
01-02-05-19,Diammonium phosphate (DAP),100,Kilogram
01-02-05-19,Calcium ammonium nitrate (CAN),150,Kilogram
01-02-05-19,"Nitrogen, phosphorus, potassium (NPK)",150,Kilogram
01-02-05-19,Insecticides,1,Liter
01-02-09-53,Diammonium phosphate (DAP),50,Kilogram
01-02-77-99,Calcium ammonium nitrate (CAN),50,Kilogram
01-02-77-99,"Nitrogen, phosphorus, potassium (NPK)",100,Kilogram
01-02-81-82,Insecticides,1,Kilogram
01-02-81-82,Herbicides (liquid),2,Liter
01-02-83-57,Herbicides (liquid),4,Liter
01-03-08-01,Urea,16,Kilogram
01-03-54-77,Urea,2,Gram
01-03-54-77,Diammonium phosphate (DAP),2,Kilogram
01-03-54-77,Insecticides,2,Milliliter
01-04-04-80,Urea,100,Kilogram
01-04-04-80,Diammonium phosphate (DAP),50,Kilogram
01-04-04-80,Ammonium sulphate (SA),50,Kilogram
01-04-50-12,Insecticides,500,Milliliter
01-04-66-72,Urea,125,Kilogram
01-04-66-72,Diammonium phosphate (DAP),75,Kilogram
01-04-66-72,Insecticides,200,Milliliter
01-04-66-72,Herbicides (liquid),1,Liter
01-04-68-41,Urea,12,Kilogram
01-04-68-41,Diammonium phosphate (DAP),12,Kilogram
01-05-33-47,Insecticides,100,Milliliter
01-05-50-82,Urea,150,Kilogram
01-05-50-82,Ammonium sulphate (SA),150,Kilogram
01-05-50-82,Herbicides (liquid),1,Liter
01-06-32-28,Urea,150,Kilogram
01-06-32-28,Ammonium sulphate (SA),50,Kilogram
01-06-34-31,Diammonium phosphate (DAP),50,Kilogram
01-06-34-31,Insecticides,250,Milliliter
01-06-34-31,Herbicides (solid),1,Kilogram
01-06-44-04,Urea,100,Kilogram
01-06-44-04,Calcium ammonium nitrate (CAN),100,Kilogram
01-06-48-63,Insecticides,3,Liter
01-06-92-58,Rodenticides,160,Milliliter
01-07-08-55,Calcium ammonium nitrate (CAN),300,Kilogram
01-07-08-55,"Nitrogen, phosphorus, potassium (NPK)",300,Kilogram
01-07-08-55,Insecticides,4,Liter
01-07-67-37,Urea,6,Kilogram
01-07-78-27,Insecticides,1,Liter
01-08-08-31,Insecticides,75,Kilogram
01-08-23-03,Diammonium phosphate (DAP),50,Kilogram
01-08-23-03,"Nitrogen, phosphorus, potassium (NPK)",25,Kilogram
01-08-23-03,Insecticides,1,Liter
01-08-38-56,Insecticides,500,Milliliter
01-09-94-69,Urea,20,Kilogram
01-09-94-69,Diammonium phosphate (DAP),2,Kilogram
01-09-94-69,Insecticides,25,Milliliter
01-10-07-15,Urea,50,Kilogram
01-10-07-15,Diammonium phosphate (DAP),50,Kilogram
01-10-07-15,Calcium ammonium nitrate (CAN),50,Kilogram
01-10-14-76,Insecticides,1,Liter
01-10-71-52,Insecticides,100,Milliliter
01-11-17-11,Herbicides (liquid),1,Liter
01-11-51-45,Urea,50,Kilogram
01-11-51-45,Diammonium phosphate (DAP),50,Kilogram
01-11-51-45,Calcium ammonium nitrate (CAN),50,Kilogram
01-11-51-45,Insecticides,1,Liter
01-11-96-25,"Nitrogen, phosphorus, potassium (NPK)",200,Kilogram
01-11-96-25,Insecticides,1,Liter
01-12-03-74,Urea,50,Kilogram
01-12-03-74,Insecticides,100,Milliliter
01-12-17-41,Insecticides,1,Liter
01-12-25-15,Calcium ammonium nitrate (CAN),25,Kilogram
01-12-25-15,Insecticides,1,Liter
01-12-34-06,Insecticides,3,Liter
01-12-35-92,Herbicides (liquid),3,Milliliter
01-12-46-14,Insecticides,21000,Milliliter
01-12-62-42,Calcium ammonium nitrate (CAN),50,Kilogram
01-12-62-42,Insecticides,200,Gram
01-12-71-21,Urea,300,Kilogram
01-12-71-21,Ammonium sulphate (SA),100,Kilogram
01-12-71-21,Insecticides,1,Liter
01-12-71-21,Herbicides (liquid),1,Liter
01-12-71-21,Fungicides,1,Liter
01-13-74-30,Insecticides,750,Milliliter
01-13-85-73,Urea,20,Kilogram
01-13-85-73,Diammonium phosphate (DAP),20,Kilogram
01-13-85-73,Ammonium sulphate (SA),20,Kilogram
01-13-97-07,Urea,200,Kilogram
01-13-97-07,Diammonium phosphate (DAP),600,Kilogram
01-14-44-20,Urea,500,Kilogram
01-14-44-20,Calcium ammonium nitrate (CAN),650,Kilogram
01-14-44-20,Ammonium sulphate (SA),350,Kilogram
01-14-44-20,Herbicides (liquid),7,Liter
01-14-49-14,Insecticides,20,Milliliter
01-14-55-36,Urea,25,Kilogram
01-14-55-36,Insecticides,1,Liter
01-14-69-99,Urea,50,Kilogram
01-14-69-99,Calcium ammonium nitrate (CAN),150,Kilogram
01-14-69-99,Ammonium sulphate (SA),50,Kilogram
01-14-84-34,Insecticides,400,Milliliter
01-14-92-39,Urea,20,Kilogram
01-14-92-39,Calcium ammonium nitrate (CAN),20,Kilogram
01-14-92-39,Insecticides,250,Milliliter
01-15-41-74,Insecticides,360,Gram
01-15-41-74,Herbicides (liquid),1,Liter
01-16-05-25,Urea,150,Kilogram
01-16-05-25,Diammonium phosphate (DAP),150,Kilogram
01-16-05-25,Calcium ammonium nitrate (CAN),150,Kilogram
01-16-05-25,Insecticides,3,Liter
01-16-05-25,Herbicides (liquid),6,Liter
01-16-15-45,Insecticides,4,Liter
01-16-34-36,Calcium ammonium nitrate (CAN),2,Kilogram
01-16-34-36,Insecticides,1,Kilogram
01-16-70-97,Diammonium phosphate (DAP),20,Kilogram
01-16-71-12,Urea,100,Kilogram
01-16-71-12,Diammonium phosphate (DAP),50,Kilogram
01-16-71-12,Calcium ammonium nitrate (CAN),100,Kilogram
01-16-71-12,Insecticides,1,Liter
01-16-84-33,Herbicides (solid),1,Kilogram
01-17-10-02,Diammonium phosphate (DAP),50,Kilogram
01-17-10-02,Insecticides,500,Milliliter
01-17-25-78,Urea,100,Kilogram
01-17-25-78,Herbicides (solid),150,Gram
01-17-29-04,Urea,100,Kilogram
01-17-29-04,Calcium ammonium nitrate (CAN),150,Kilogram
01-17-29-04,"Nitrogen, phosphorus, potassium (NPK)",400,Kilogram
01-17-29-04,Insecticides,25,Kilogram
01-17-49-53,Urea,250,Kilogram
01-17-49-53,Ammonium sulphate (SA),250,Kilogram
01-17-49-53,Insecticides,30,Liter
01-17-49-53,Fungicides,1667,Kilogram
01-17-59-47,Insecticides,25,Kilogram
01-17-64-41,Urea,5,Kilogram
01-17-92-08,Insecticides,20,Liter
01-18-24-37,Ammonium sulphate (SA),50,Kilogram
01-18-32-33,Urea,50,Kilogram
01-18-32-86,Urea,100,Kilogram
01-18-32-86,Diammonium phosphate (DAP),100,Kilogram
01-18-32-86,Calcium ammonium nitrate (CAN),100,Kilogram
01-18-32-86,Ammonium sulphate (SA),100,Kilogram
01-18-32-86,Insecticides,200,Milliliter
01-18-32-86,Herbicides (liquid),2,Liter
01-18-45-28,Insecticides,1,Liter
01-18-45-28,Herbicides (solid),3,Kilogram
01-18-45-28,Herbicides (liquid),6,Liter
01-18-65-36,Urea,200,Kilogram
01-18-65-36,Calcium ammonium nitrate (CAN),200,Kilogram
01-18-65-36,Ammonium sulphate (SA),150,Kilogram
01-18-65-36,Herbicides (liquid),2,Liter
01-18-93-13,"Nitrogen, phosphorus, potassium (NPK)",250,Gram
01-18-93-13,Insecticides,1,Liter
01-19-18-90,Insecticides,2,Liter
01-19-18-90,Herbicides (liquid),4,Liter
01-19-25-36,Insecticides,1,Liter
01-19-25-36,Herbicides (liquid),10,Liter
01-19-38-89,Urea,50,Kilogram
01-19-38-89,Diammonium phosphate (DAP),50,Kilogram
01-19-38-89,Ammonium sulphate (SA),50,Kilogram
01-19-38-89,Herbicides (liquid),1,Liter
01-21-05-12,Diammonium phosphate (DAP),100,Kilogram
01-21-05-12,Insecticides,1,Liter
01-22-41-93,Urea,200,Kilogram
01-22-41-93,Diammonium phosphate (DAP),200,Kilogram
01-22-41-93,Ammonium sulphate (SA),200,Kilogram
01-22-41-93,Insecticides,12,Kilogram
01-22-41-93,Herbicides (liquid),5,Liter
01-22-41-93,Fungicides,5,Liter
01-22-91-51,Insecticides,2,Liter
01-23-02-08,Urea,200,Kilogram
01-23-02-08,Calcium ammonium nitrate (CAN),200,Kilogram
01-23-02-08,Ammonium sulphate (SA),200,Kilogram
01-23-03-70,Urea,75,Kilogram
01-23-03-70,Insecticides,350,Milliliter
01-23-13-09,Insecticides,1,Liter
01-23-13-09,Herbicides (liquid),6,Liter
01-23-63-60,Urea,120,Kilogram
01-23-63-60,Diammonium phosphate (DAP),180,Kilogram
01-23-63-60,Insecticides,30,Liter
01-23-63-60,Herbicides (solid),10,Kilogram
01-24-12-51,Diammonium phosphate (DAP),4,Kilogram
01-24-42-37,Urea,4,Kilogram
01-24-42-37,Diammonium phosphate (DAP),4,Kilogram
01-24-72-32,Diammonium phosphate (DAP),25,Kilogram
01-24-72-32,Insecticides,100,Milliliter
01-24-72-53,Urea,100,Kilogram
01-24-72-53,Diammonium phosphate (DAP),100,Kilogram
01-24-72-53,Insecticides,2,Liter
01-24-72-53,Herbicides (liquid),1,Liter
01-24-90-54,Urea,50,Kilogram
01-24-90-54,Diammonium phosphate (DAP),50,Kilogram
01-24-90-54,Calcium ammonium nitrate (CAN),100,Kilogram
01-24-90-54,Ammonium sulphate (SA),100,Kilogram
01-24-90-54,Insecticides,1,Liter
01-24-94-52,Insecticides,1,Liter
01-25-74-32,Insecticides,7,Liter
01-25-74-32,Herbicides (solid),125,Kilogram
01-25-97-23,Insecticides,350,Milliliter
01-25-97-35,Urea,100,Kilogram
01-25-97-35,Diammonium phosphate (DAP),50,Kilogram
01-25-97-35,Ammonium sulphate (SA),50,Kilogram
01-26-16-30,Urea,100,Kilogram
01-26-16-30,Calcium ammonium nitrate (CAN),36,Kilogram
01-26-16-30,Ammonium sulphate (SA),36,Kilogram
01-26-72-66,Urea,6,Kilogram
01-26-72-66,Diammonium phosphate (DAP),50,Kilogram
01-27-11-48,Urea,250,Kilogram
01-27-11-48,Insecticides,50,Milliliter
01-27-11-48,Herbicides (liquid),2,Liter
01-27-30-20,Urea,50,Kilogram
01-27-30-20,Diammonium phosphate (DAP),50,Kilogram
01-27-30-20,Herbicides (liquid),2,Liter
01-27-32-13,Urea,25,Kilogram
01-27-32-13,Diammonium phosphate (DAP),25,Kilogram
01-27-32-13,Calcium ammonium nitrate (CAN),50,Kilogram
01-27-57-15,Urea,150,Kilogram
01-27-57-15,Diammonium phosphate (DAP),100,Kilogram
01-27-57-15,Insecticides,2,Liter
01-27-63-11,Insecticides,1,Liter
01-28-33-33,Calcium ammonium nitrate (CAN),50,Kilogram
01-28-33-33,"Nitrogen, phosphorus, potassium (NPK)",150,Kilogram
01-28-33-33,Insecticides,2,Liter
01-28-52-59,Urea,50,Kilogram
01-28-52-59,Diammonium phosphate (DAP),50,Kilogram
01-28-52-59,Insecticides,1,Liter
01-29-92-50,Urea,100,Kilogram
01-29-92-50,Ammonium sulphate (SA),100,Kilogram
01-29-92-50,Insecticides,1,Liter
01-30-08-85,Urea,500,Kilogram
01-30-08-85,Diammonium phosphate (DAP),300,Kilogram
01-30-08-85,Insecticides,5,Liter
01-30-08-85,Herbicides (liquid),6,Liter
01-31-75-08,Insecticides,100,Milliliter
01-32-09-50,Herbicides (liquid),5,Liter
01-32-09-50,Other (specify),,Kilogram
01-32-15-83,Urea,125,Kilogram
01-32-15-83,Calcium ammonium nitrate (CAN),200,Kilogram
01-32-15-83,"Nitrogen, phosphorus, potassium (NPK)",700,Kilogram
01-32-15-83,Insecticides,350,Gram
01-32-85-79,Herbicides (liquid),500,Milliliter
01-33-31-58,Insecticides,100,Gram
01-33-59-68,Herbicides (liquid),1,Liter
01-33-82-08,Urea,100,Kilogram
01-33-82-08,Diammonium phosphate (DAP),100,Kilogram
01-33-82-08,Ammonium sulphate (SA),100,Kilogram
01-33-82-08,Herbicides (liquid),4,Liter
01-33-93-27,Insecticides,1,Liter
01-33-94-40,Urea,100,Kilogram
01-33-94-40,Calcium ammonium nitrate (CAN),150,Kilogram
01-33-94-40,Ammonium sulphate (SA),50,Kilogram
01-34-02-53,Insecticides,100,Milliliter
01-34-08-31,Insecticides,1,Liter
01-34-17-37,Insecticides,800,Milliliter
01-34-18-65,Urea,150,Kilogram
01-34-18-65,Calcium ammonium nitrate (CAN),150,Kilogram
01-34-18-65,"Nitrogen, phosphorus, potassium (NPK)",400,Kilogram
01-34-18-65,Insecticides,100,Milliliter
01-34-28-34,Urea,3,Kilogram
01-34-28-34,Calcium ammonium nitrate (CAN),3,Kilogram
01-34-28-34,"Nitrogen, phosphorus, potassium (NPK)",3,Kilogram
01-34-28-34,Insecticides,1,Liter
01-34-45-56,Insecticides,1500,Milliliter
01-34-45-56,Fungicides,750,Milliliter
01-34-74-36,Urea,100,Kilogram
01-34-74-36,Calcium ammonium nitrate (CAN),100,Kilogram
01-34-74-36,Insecticides,1,Liter
01-34-74-36,Herbicides (solid),2,Kilogram
01-34-96-55,Urea,50,Kilogram
01-34-96-55,Insecticides,400,Milliliter
01-35-15-10,Urea,150,Kilogram
01-35-15-10,Diammonium phosphate (DAP),150,Kilogram
01-35-15-10,Calcium ammonium nitrate (CAN),100,Kilogram
01-35-15-10,Insecticides,4,Liter
01-35-15-10,Fungicides,2,Kilogram
01-35-42-20,Urea,100,Kilogram
01-35-42-20,Diammonium phosphate (DAP),125,Kilogram
01-35-42-20,Calcium ammonium nitrate (CAN),100,Kilogram
01-35-42-20,Ammonium sulphate (SA),100,Kilogram
01-35-42-20,Insecticides,0,Liter
01-35-42-20,Herbicides (liquid),3,Liter
01-35-44-91,Herbicides (solid),1,Kilogram
01-35-62-29,Diammonium phosphate (DAP),6,Kilogram
01-35-62-29,Calcium ammonium nitrate (CAN),6,Kilogram
01-35-62-29,"Nitrogen, phosphorus, potassium (NPK)",20,Kilogram
01-35-62-29,Insecticides,2,Liter
01-37-23-56,Urea,25,Kilogram
01-37-23-56,Diammonium phosphate (DAP),25,Kilogram
01-37-27-39,Calcium ammonium nitrate (CAN),3,Kilogram
01-37-27-39,Insecticides,2,Liter
01-37-27-39,Herbicides (solid),50,Kilogram
01-38-22-19,Insecticides,750,Milliliter
01-38-46-46,Herbicides (liquid),1,Liter
01-38-51-21,Insecticides,400,Milliliter
01-38-51-21,Fungicides,4,Kilogram
01-38-51-21,AMIDAS,250,Kilogram
01-39-23-63,Urea,25,Kilogram
01-39-23-63,Diammonium phosphate (DAP),25,Kilogram
01-39-40-25,Herbicides (liquid),1,Liter
01-39-74-85,Insecticides,2,Liter
01-39-81-44,Insecticides,3,Liter
01-40-27-67,Insecticides,1,Liter
01-40-51-36,Urea,50,Kilogram
01-40-51-36,Insecticides,1,Liter
01-40-66-63,Urea,200,Kilogram
01-40-66-63,Diammonium phosphate (DAP),250,Kilogram
01-40-66-63,Calcium ammonium nitrate (CAN),150,Kilogram
01-40-66-63,Ammonium sulphate (SA),250,Kilogram
01-40-66-63,Insecticides,4,Liter
01-40-66-63,Herbicides (liquid),25,Liter
01-41-25-35,Insecticides,1,Liter
01-41-25-35,Herbicides (liquid),2,Liter
01-41-47-10,Urea,400,Kilogram
01-41-47-10,Calcium ammonium nitrate (CAN),100,Kilogram
01-41-47-10,"Nitrogen, phosphorus, potassium (NPK)",200,Kilogram
01-41-57-73,Insecticides,5,Liter
01-41-57-73,Herbicides (liquid),10,Liter
01-41-57-73,Fungicides,4,Kilogram
01-42-21-21,Herbicides (liquid),1,Liter
01-42-34-51,Insecticides,1,Milliliter
01-42-34-51,AMIDAS,100,Kilogram
01-42-70-24,Urea,25,Kilogram
01-42-70-24,Calcium ammonium nitrate (CAN),50,Kilogram
01-42-70-24,Ammonium sulphate (SA),50,Kilogram
01-42-70-24,NPS zinc,50,Kilogram
01-42-70-24,Insecticides,500,Gram
01-42-70-24,Herbicides (liquid),2,Liter
01-42-79-99,Urea,150,Kilogram
01-42-79-99,Diammonium phosphate (DAP),150,Kilogram
01-42-79-99,Insecticides,400,Milliliter
01-43-18-17,Urea,300,Kilogram
01-43-18-17,Diammonium phosphate (DAP),100,Kilogram
01-43-18-17,Calcium ammonium nitrate (CAN),150,Kilogram
01-43-18-17,Ammonium sulphate (SA),100,Kilogram
01-43-18-17,Insecticides,2,Liter
01-43-18-17,Herbicides (liquid),2,Liter
01-43-18-17,Fungicides,1,Liter
01-43-25-57,Urea,10,Kilogram
01-43-25-57,Diammonium phosphate (DAP),10,Kilogram
01-43-38-45,Diammonium phosphate (DAP),50,Kilogram
01-43-38-45,Insecticides,1,Liter
01-43-97-65,Insecticides,1,Liter
01-43-99-85,Calcium ammonium nitrate (CAN),50,Kilogram
01-43-99-85,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
01-44-16-10,Diammonium phosphate (DAP),1,Kilogram
01-44-23-37,Insecticides,1,Liter
01-44-50-52,Insecticides,1,Liter
01-45-17-34,Insecticides,1,Liter
01-45-21-44,Calcium ammonium nitrate (CAN),10,Kilogram
01-45-21-44,Insecticides,1,Liter
01-45-21-44,Herbicides (solid),6,Kilogram
01-45-34-76,Urea,4,Gram
01-46-24-50,Diammonium phosphate (DAP),5,Kilogram
01-46-24-50,Insecticides,0,Liter
01-46-24-50,Herbicides (solid),50,Gram
01-46-39-89,Urea,200,Kilogram
01-46-39-89,Calcium ammonium nitrate (CAN),200,Kilogram
01-46-39-89,Ammonium sulphate (SA),100,Kilogram
