holding_id,input_Use_roster__id,s21q02,s21q03,s21q04,s21q05,s21q06,s21q07,s21q08,s21q09,s21q10
10-76-08-78,animal powered equipment,1,0,,0,,,,No,
10-76-08-78,Vehicle,1,0,,0,,1,4000,No,
10-76-08-78,post-harvest equipment,3,2,3,0,,1,18000,No,
10-76-28-64,manually operated equipment,4,4,,,,,,No,
10-76-38-59,manually operated equipment,10,9,,,,,,No,
10-76-38-59,Vehicle,1,1,7,,,,,No,
10-76-42-23,manually operated equipment,11,11,,,,,,Yes,11
10-76-72-77,manually operated equipment,2,2,,,,,,No,
10-76-85-24,manually operated equipment,6,6,,,,,,No,
10-77-16-18,manually operated equipment,4,4,,,,,,No,
10-77-16-18,animal powered equipment,2,0,,0,,,,No,
10-77-45-02,manually operated equipment,3,3,,,,,,No,
10-77-49-26,manually operated equipment,19,19,,,,,,No,
10-77-64-68,manually operated equipment,10,10,,,,,,Yes,8
10-77-64-68,animal powered equipment,7,7,,,,,,Yes,4
10-77-82-51,manually operated equipment,4,4,,,,,,No,
10-77-96-44,manually operated equipment,6,6,,,,,,No,
10-78-12-20,manually operated equipment,15,15,,,,,,No,
10-78-12-20,animal powered equipment,1,0,,1,,,,No,
10-78-75-16,manually operated equipment,9,9,,,,,,No,
10-78-77-67,manually operated equipment,2,2,,,,,,Yes,2
10-78-77-67,animal powered equipment,2,2,,,,,,No,
10-79-01-13,manually operated equipment,4,3,,,,,,No,
10-79-01-13,animal powered equipment,2,2,,,,,,No,
10-79-01-13,Vehicle,1,0,,0,,1,50000,No,
10-79-02-29,manually operated equipment,19,18,,,,,,No,
10-79-02-70,manually operated equipment,11,4,,,,,,No,
10-79-04-00,manually operated equipment,4,4,,,,,,No,
10-79-14-64,manually operated equipment,9,3,,,,,,No,
10-79-14-64,Vehicle,2,0,,0,,2,220000,No,
10-79-14-64,post-harvest equipment,1,0,,0,,1,20000,No,
10-79-49-88,manually operated equipment,1522,1522,,,,,,No,
10-79-49-88,Vehicle,4,4,6,,,,,No,
10-79-49-88,Animal rearing equipment,3,3,9,,,,,No,
10-79-59-53,manually operated equipment,7,7,,,,,,No,
10-79-88-57,manually operated equipment,5,5,,,,,,No,
10-79-88-57,animal powered equipment,1,1,,,,,,No,
10-79-91-86,manually operated equipment,23,14,,,,,,No,
10-79-98-02,manually operated equipment,11,11,,,,,,No,
10-79-98-02,animal powered equipment,1,0,,1,,,,No,
10-80-13-70,manually operated equipment,14,14,,,,,,No,
10-80-13-70,Vehicle,1,0,,0,,1,100000,No,
10-80-13-70,post-harvest equipment,2,2,0,,,,,No,
10-80-21-73,manually operated equipment,48,48,,,,,,No,
10-80-21-73,animal powered equipment,3,2,,0,,,,No,
10-80-21-73,post-harvest equipment,4,4,3,,,,,No,
10-80-34-72,manually operated equipment,6,5,,,,,,No,
10-80-68-89,manually operated equipment,1,0,,,,,,No,
10-80-77-28,manually operated equipment,59,48,,,,,,No,
10-80-77-28,animal powered equipment,2,0,,1,,,,No,
10-80-77-28,Vehicle,2,1,0,0,,1,100000,No,
10-80-79-07,manually operated equipment,1,1,,,,,,No,
10-80-86-66,manually operated equipment,7,6,,,,,,No,
10-80-86-66,Vehicle,1,0,,0,,1,4000,No,
10-81-15-00,manually operated equipment,14,14,,,,,,No,
10-81-15-00,Vehicle,1,0,,0,,1,100000,No,
10-81-15-00,post-harvest equipment,3,2,0,0,,1,18000,No,
10-81-18-22,manually operated equipment,32,32,,,,,,Yes,1
10-81-19-33,manually operated equipment,6,6,,,,,,No,
10-81-20-27,manually operated equipment,90,90,,,,,,No,
10-81-20-27,animal powered equipment,1,0,,0,,,,No,
10-81-20-27,Vehicle,1,0,,0,,1,70000,No,
10-81-26-81,manually operated equipment,13,11,,,,,,No,
10-81-26-81,Vehicle,1,0,,0,,1,15000,No,
10-81-26-81,machine powered land preparation and planting equipment,2,0,,0,,2,120000,No,
10-81-26-81,post-harvest equipment,4,4,1,,,,,No,
10-81-30-32,manually operated equipment,13,3,,,,,,No,
10-81-30-32,machine powered land preparation and planting equipment,1,0,,0,,1,80000,No,
10-81-33-00,manually operated equipment,6,6,,,,,,No,
10-81-42-21,manually operated equipment,5,5,,,,,,No,
10-81-42-21,Vehicle,1,0,,0,,1,100000,No,
10-82-40-07,manually operated equipment,10,10,,,,,,No,
10-82-40-07,animal powered equipment,1,0,,1,,,,No,
10-82-65-97,manually operated equipment,6,1,,,,,,No,
10-82-75-52,manually operated equipment,7,7,,,,,,No,
10-82-76-52,manually operated equipment,3,3,,,,,,No,
10-82-76-52,animal powered equipment,1,1,,,,,,No,
10-82-80-31,manually operated equipment,1,1,,,,,,Yes,1
10-82-90-66,manually operated equipment,4,4,,,,,,No,
10-82-94-81,manually operated equipment,79,79,,,,,,No,
10-82-94-81,Vehicle,1,0,,0,,1,300000,No,
10-82-94-81,post-harvest equipment,1,0,,0,,1,10000,No,
10-82-95-04,manually operated equipment,18,18,,,,,,No,
10-82-95-04,Vehicle,1,0,,0,,1,220000,No,
10-83-33-14,manually operated equipment,7,7,,,,,,No,
10-83-33-14,animal powered equipment,3,3,,,,,,No,
10-83-48-37,manually operated equipment,52,52,,,,,,No,
10-83-48-37,Vehicle,1,0,,0,,1,12000,No,
10-83-67-26,manually operated equipment,3,3,,,,,,No,
10-83-80-12,manually operated equipment,111,104,,,,,,No,
10-83-80-12,animal powered equipment,2,0,,2,,,,No,
10-83-83-98,manually operated equipment,2,2,,,,,,No,
10-84-08-34,manually operated equipment,5,5,,,,,,No,
10-84-08-34,animal powered equipment,1,1,,,,,,Yes,1
10-84-08-34,Vehicle,1,0,,0,,1,200000,No,
10-84-20-05,manually operated equipment,15,0,,,,,,Yes,5
10-84-20-05,machine powered land preparation and planting equipment,2,0,,0,,2,225000,No,
10-84-36-87,manually operated equipment,5,5,,,,,,No,
10-84-36-87,animal powered equipment,1,1,,,,,,No,
10-84-41-98,manually operated equipment,15,15,,,,,,Yes,19
10-84-42-70,manually operated equipment,7,7,,,,,,No,
10-84-56-08,manually operated equipment,13,13,,,,,,No,
10-84-59-07,manually operated equipment,3,3,,,,,,No,
10-84-63-38,manually operated equipment,43,43,,,,,,No,
10-84-63-38,animal powered equipment,1,0,,0,,,,No,
10-84-68-11,manually operated equipment,4,4,,,,,,No,
10-85-01-80,manually operated equipment,6,6,,,,,,No,
10-85-01-80,Vehicle,1,0,,0,,1,120000,No,
10-85-06-07,manually operated equipment,167,167,,,,,,No,
10-85-06-07,machine powered land preparation and planting equipment,1,0,,1,3,,,No,
10-85-21-60,manually operated equipment,3,3,,,,,,No,
10-85-33-98,manually operated equipment,4,4,,,,,,No,
10-85-57-37,manually operated equipment,6,4,,,,,,No,
10-85-57-37,animal powered equipment,1,0,,0,,,,No,
10-85-57-37,post-harvest equipment,2,2,2,,,,,No,
10-86-08-50,manually operated equipment,7,7,,,,,,No,
10-86-13-04,manually operated equipment,10,10,,,,,,No,
10-86-13-04,animal powered equipment,4,0,,4,,,,No,
10-86-15-94,manually operated equipment,15,15,,,,,,No,
10-86-15-94,animal powered equipment,1,1,,,,,,No,
10-86-21-39,manually operated equipment,9,9,,,,,,No,
10-86-21-39,Vehicle,1,1,3,,,,,No,
10-86-35-61,manually operated equipment,37,37,,,,,,No,
10-86-35-61,animal powered equipment,2,2,,,,,,No,
10-86-35-61,Vehicle,1,0,,0,,1,120000,No,
10-86-36-91,manually operated equipment,30,29,,,,,,No,
10-86-36-91,animal powered equipment,1,1,,,,,,No,
10-86-38-31,manually operated equipment,4,4,,,,,,No,
10-86-70-74,manually operated equipment,18,18,,,,,,No,
10-86-85-70,manually operated equipment,8,7,,,,,,No,
10-86-98-17,manually operated equipment,4,4,,,,,,No,
10-86-98-17,Vehicle,1,0,,0,,1,16000,No,
10-86-98-17,Animal rearing equipment,1,1,5,,,,,No,
10-87-35-73,manually operated equipment,9,9,,,,,,No,
10-87-58-37,manually operated equipment,8,5,,,,,,No,
10-87-58-37,animal powered equipment,1,0,,1,,,,No,
10-87-82-63,manually operated equipment,4,3,,,,,,No,
10-87-87-23,manually operated equipment,106,106,,,,,,No,
10-87-87-72,manually operated equipment,5,5,,,,,,No,
10-88-10-29,manually operated equipment,36,34,,,,,,No,
10-88-10-29,animal powered equipment,1,0,,0,,,,No,
10-88-10-29,Vehicle,4,0,,0,,4,205000,No,
10-88-10-29,post-harvest equipment,1,0,,0,,1,40000,No,
10-88-10-68,manually operated equipment,4,4,,,,,,No,
10-88-14-68,manually operated equipment,8,8,,,,,,No,
10-88-29-26,manually operated equipment,14,14,,,,,,No,
10-88-29-26,animal powered equipment,1,0,,1,,,,No,
10-88-32-50,manually operated equipment,5,5,,,,,,No,
10-88-50-09,manually operated equipment,5,4,,,,,,No,
10-88-50-09,Vehicle,2,0,,0,,2,100000,No,
10-88-52-37,manually operated equipment,22,14,,,,,,No,
10-88-52-37,animal powered equipment,1,0,,0,,,,No,
10-88-58-44,manually operated equipment,2,2,,,,,,No,
10-88-58-44,animal powered equipment,1,0,,0,,,,No,
10-88-80-24,manually operated equipment,5,5,,,,,,No,
10-89-15-28,manually operated equipment,6,3,,,,,,No,
10-89-15-28,animal powered equipment,1,1,,,,,,No,
10-89-19-67,manually operated equipment,17,17,,,,,,No,
10-89-19-67,animal powered equipment,1,1,,,,,,No,
10-89-19-67,Vehicle,1,0,,0,,1,15000,No,
10-89-36-24,manually operated equipment,6,6,,,,,,No,
10-89-42-06,manually operated equipment,11,9,,,,,,No,
10-89-42-06,Vehicle,1,0,,0,,1,60000,No,
10-89-42-64,manually operated equipment,4,4,,,,,,No,
10-89-67-32,manually operated equipment,29,29,,,,,,No,
10-89-89-24,manually operated equipment,34,34,,,,,,No,
10-89-89-24,animal powered equipment,1,1,,,,,,No,
10-90-15-94,manually operated equipment,55,34,,,,,,Yes,20
10-90-15-94,Vehicle,2,1,2,0,,1,70000,No,
10-90-19-35,manually operated equipment,15,15,,,,,,No,
10-90-19-35,Vehicle,1,0,,0,,1,3000,No,
10-90-19-43,manually operated equipment,8,7,,,,,,Yes,2
10-90-31-64,Vehicle,1,0,,0,,1,2500,No,
10-90-57-88,manually operated equipment,5,5,,,,,,No,
10-91-02-41,manually operated equipment,3,3,,,,,,No,
10-91-33-05,manually operated equipment,10,10,,,,,,No,
10-91-46-09,manually operated equipment,3,3,,,,,,No,
10-91-76-85,manually operated equipment,19,19,,,,,,No,
10-91-76-85,animal powered equipment,4,0,,0,,,,No,
10-91-76-85,machine powered land preparation and planting equipment,1,0,,0,,1,120000,No,
10-91-81-08,manually operated equipment,38,38,,,,,,No,
10-91-81-08,post-harvest equipment,10,10,2,,,,,No,
10-92-01-39,manually operated equipment,13,12,,,,,,Yes,7
10-92-01-39,Vehicle,1,0,,0,,1,150000,No,
10-92-01-53,manually operated equipment,5,2,,,,,,No,
10-92-01-53,Vehicle,1,0,,0,,1,40000,No,
10-92-10-39,manually operated equipment,10,9,,,,,,No,
10-92-31-60,manually operated equipment,3,3,,,,,,No,
10-92-31-60,animal powered equipment,1,0,,0,,,,No,
10-92-36-46,manually operated equipment,5,5,,,,,,No,
10-92-43-99,manually operated equipment,13,12,,,,,,No,
10-92-43-99,animal powered equipment,1,1,,,,,,No,
10-92-46-08,manually operated equipment,7,7,,,,,,No,
10-92-46-17,manually operated equipment,2,2,,,,,,No,
10-92-55-41,manually operated equipment,34,34,,,,,,No,
10-92-91-71,manually operated equipment,15,12,,,,,,No,
10-92-93-63,manually operated equipment,8,8,,,,,,No,
10-92-93-63,animal powered equipment,1,1,,,,,,Yes,1
10-93-11-27,manually operated equipment,18,18,,,,,,Yes,7
10-93-11-27,Vehicle,2,0,,0,,2,12000,No,
10-93-11-27,post-harvest equipment,3,2,0,0,,1,12000,No,
10-93-20-83,manually operated equipment,7,7,,,,,,No,
10-93-36-42,manually operated equipment,40,40,,,,,,No,
10-93-36-42,Vehicle,1,0,,0,,1,60000,No,
10-93-74-95,manually operated equipment,15,15,,,,,,No,
10-94-04-68,manually operated equipment,3,3,,,,,,No,
10-94-52-72,manually operated equipment,4,4,,,,,,No,
10-94-52-72,animal powered equipment,1,0,,0,,,,No,
10-94-65-03,animal powered equipment,2,0,,2,,,,No,
10-94-76-67,manually operated equipment,5,5,,,,,,No,
10-94-94-08,manually operated equipment,22,22,,,,,,Yes,21
10-94-94-08,animal powered equipment,5,5,,,,,,Yes,1
10-95-56-71,manually operated equipment,29,29,,,,,,No,
10-95-56-71,animal powered equipment,4,1,,1,,,,No,
10-95-64-76,manually operated equipment,3,1,,,,,,No,
10-95-73-86,manually operated equipment,7,7,,,,,,No,
10-95-73-86,animal powered equipment,1,0,,1,,,,No,
10-96-18-04,manually operated equipment,5,5,,,,,,Yes,1
10-96-20-60,manually operated equipment,3,3,,,,,,No,
10-96-20-71,manually operated equipment,20,19,,,,,,Yes,3
10-96-25-38,manually operated equipment,7,7,,,,,,No,
10-96-29-20,manually operated equipment,5,5,,,,,,No,
10-96-29-20,animal powered equipment,1,0,,1,,,,No,
10-96-39-29,manually operated equipment,4,4,,,,,,No,
10-96-39-29,animal powered equipment,1,1,,,,,,No,
10-96-69-97,manually operated equipment,7,5,,,,,,No,
10-96-69-97,animal powered equipment,3,2,,1,,,,No,
10-96-69-97,post-harvest equipment,5,5,0,,,,,No,
10-96-81-12,manually operated equipment,119,119,,,,,,No,
10-96-81-12,Vehicle,1,0,,0,,1,100000,No,
10-96-91-21,manually operated equipment,33,33,,,,,,No,
10-96-91-21,machine powered equipment,2,2,4,,,,,No,
10-96-91-21,Vehicle,1,1,0,,,,,No,
10-97-09-80,manually operated equipment,3,3,,,,,,Yes,3
10-97-09-80,animal powered equipment,1,1,,,,,,No,
10-97-16-00,manually operated equipment,3,3,,,,,,No,
10-97-18-44,manually operated equipment,3,3,,,,,,No,
10-97-18-44,Vehicle,1,0,,0,,1,5000,No,
10-97-67-36,manually operated equipment,17,17,,,,,,No,
10-97-68-12,manually operated equipment,3,3,,,,,,No,
10-97-68-12,Vehicle,1,0,,0,,1,160000,No,
10-97-68-93,manually operated equipment,32,30,,,,,,No,
10-97-68-93,post-harvest equipment,1,1,1,,,,,No,
10-97-93-46,manually operated equipment,6,6,,,,,,No,
10-97-98-26,manually operated equipment,12,11,,,,,,No,
10-98-04-91,manually operated equipment,3,3,,,,,,No,
10-98-05-54,manually operated equipment,15,15,,,,,,No,
10-98-05-54,animal powered equipment,1,0,,0,,,,No,
10-98-05-54,Vehicle,1,0,,0,,1,10000,No,
10-98-05-54,post-harvest equipment,1,0,,0,,1,8000,No,
10-98-22-79,manually operated equipment,8,8,,,,,,Yes,4
10-98-36-93,manually operated equipment,2,2,,,,,,Yes,2
10-98-43-07,manually operated equipment,11,11,,,,,,No,
10-98-43-07,animal powered equipment,4,0,,0,,,,No,
10-99-17-88,manually operated equipment,11,10,,,,,,No,
10-99-17-88,Vehicle,1,0,,0,,1,50000,No,
10-99-24-72,manually operated equipment,9,8,,,,,,No,
10-99-24-72,animal powered equipment,1,1,,,,,,No,
10-99-43-10,manually operated equipment,46,46,,,,,,No,
10-99-43-10,machine powered equipment,20,20,2,,,,,No,
10-99-56-55,manually operated equipment,5,5,,,,,,No,
10-99-59-01,manually operated equipment,192,192,,,,,,No,
10-99-59-01,animal powered equipment,3,3,,,,,,No,
10-99-59-01,post-harvest equipment,1,0,,0,,1,23500,No,
10-99-82-64,manually operated equipment,62,50,,,,,,No,
10-99-95-68,manually operated equipment,33,33,,,,,,No,
10-99-95-68,Vehicle,1,0,,0,,1,60000,No,
10-99-95-68,machine powered land preparation and planting equipment,1,0,,0,,1,120000,No,
10-99-95-68,machine powered crop harvesting equipment,1,0,,0,,1,100000,No,
11-00-04-88,manually operated equipment,5,5,,,,,,No,
11-01-08-82,manually operated equipment,2,2,,,,,,No,
11-01-27-72,manually operated equipment,3,3,,,,,,Yes,1
11-01-58-48,manually operated equipment,21,21,,,,,,No,
11-01-62-78,manually operated equipment,8,8,,,,,,No,
11-01-62-78,animal powered equipment,1,1,,,,,,No,
11-02-02-84,manually operated equipment,11,11,,,,,,Yes,7
11-02-44-83,manually operated equipment,66,52,,,,,,No,
11-02-53-63,manually operated equipment,11,11,,,,,,No,
11-02-64-73,manually operated equipment,4,4,,,,,,Yes,1
11-02-64-73,animal powered equipment,2,0,,0,,,,No,
11-02-69-08,manually operated equipment,2,2,,,,,,No,
11-02-75-52,manually operated equipment,4,4,,,,,,No,
11-02-85-39,manually operated equipment,29,29,,,,,,No,
11-02-85-39,post-harvest equipment,1,0,,0,,1,18000,No,
11-02-97-52,manually operated equipment,28,28,,,,,,Yes,1
11-02-97-52,animal powered equipment,1,0,,1,,,,No,
11-02-97-52,post-harvest equipment,3,3,4,,,,,No,
11-03-23-44,manually operated equipment,3,3,,,,,,No,
11-03-50-88,animal powered equipment,1,0,,1,,,,No,
11-03-56-39,manually operated equipment,8,8,,,,,,No,
11-03-61-36,manually operated equipment,4,4,,,,,,No,
11-03-70-98,manually operated equipment,14,14,,,,,,No,
11-03-70-98,animal powered equipment,1,1,,,,,,No,
11-03-70-98,post-harvest equipment,2,2,3,,,,,No,
11-03-73-25,manually operated equipment,3,3,,,,,,No,
11-03-95-26,manually operated equipment,9,8,,,,,,No,
11-03-95-26,animal powered equipment,1,0,,1,,,,No,
11-04-00-71,manually operated equipment,3,3,,,,,,No,
11-04-35-08,manually operated equipment,24,23,,,,,,No,
11-04-35-08,animal powered equipment,1,1,,,,,,No,
11-04-38-12,manually operated equipment,41,37,,,,,,No,
11-04-38-12,Vehicle,1,0,,0,,1,675000,No,
11-04-38-12,post-harvest equipment,1,1,0,,,,,Yes,1
11-04-45-76,manually operated equipment,16,11,,,,,,No,
11-04-45-76,machine powered land preparation and planting equipment,1,0,,0,,1,80000,No,
11-04-45-76,post-harvest equipment,1,0,,0,,1,3000,No,
11-04-73-85,manually operated equipment,3,3,,,,,,No,
11-04-73-85,animal powered equipment,1,0,,0,,,,No,
11-04-73-99,manually operated equipment,12,3,,,,,,No,
11-04-73-99,animal powered equipment,1,0,,1,,,,No,
11-04-85-56,manually operated equipment,3,3,,,,,,Yes,3
11-04-85-56,animal powered equipment,1,1,,,,,,No,
11-04-85-70,manually operated equipment,25,18,,,,,,No,
11-04-85-70,animal powered equipment,1,1,,,,,,No,
11-04-99-89,manually operated equipment,9,9,,,,,,No,
11-04-99-89,Vehicle,1,0,,0,,1,280000,No,
11-05-02-17,manually operated equipment,6,3,,,,,,No,
11-05-40-91,manually operated equipment,18,18,,,,,,No,
11-05-67-93,manually operated equipment,2,2,,,,,,No,
11-05-67-93,animal powered equipment,2,0,,0,,,,No,
11-05-77-78,manually operated equipment,43,33,,,,,,No,
11-05-77-78,animal powered equipment,1,1,,,,,,No,
11-06-06-00,manually operated equipment,28,24,,,,,,No,
11-06-11-65,manually operated equipment,5,5,,,,,,No,
11-06-12-96,manually operated equipment,13,6,,,,,,No,
11-06-12-96,Vehicle,1,0,,0,,1,20000,No,
11-06-17-12,manually operated equipment,36,31,,,,,,No,
11-06-17-12,Vehicle,1,0,,0,,1,40000,No,
11-06-17-12,machine powered land preparation and planting equipment,1,0,,0,,1,120000,No,
11-06-21-82,manually operated equipment,4,4,,,,,,No,
11-06-21-82,Vehicle,1,0,,0,,1,45000,No,
11-06-81-53,manually operated equipment,4,4,,,,,,No,
11-06-91-14,manually operated equipment,4,4,,,,,,No,
11-07-34-75,manually operated equipment,24,24,,,,,,No,
11-07-74-75,manually operated equipment,6,6,,,,,,No,
11-07-78-34,manually operated equipment,20,20,,,,,,No,
11-07-78-34,Animal rearing equipment,1,1,10,,,,,No,
11-08-11-92,manually operated equipment,8,6,,,,,,Yes,1
11-08-11-92,animal powered equipment,1,0,,0,,,,No,
11-08-38-40,manually operated equipment,17,17,,,,,,No,
11-08-62-27,manually operated equipment,3,3,,,,,,No,
11-08-78-44,manually operated equipment,23,23,,,,,,No,
11-08-78-44,animal powered equipment,1,0,,0,,,,No,
11-08-78-44,post-harvest equipment,4,3,2,0,,1,10800,No,
11-08-92-57,manually operated equipment,1,1,,,,,,No,
11-08-94-72,manually operated equipment,117,117,,,,,,No,
11-08-94-72,Vehicle,1,0,,0,,1,300000,No,
11-08-94-72,machine powered land preparation and planting equipment,1,0,,0,,1,700000,No,
11-08-99-24,animal powered equipment,1,1,,,,,,No,
11-09-07-94,manually operated equipment,7,7,,,,,,No,
11-09-16-97,manually operated equipment,18,18,,,,,,No,
11-09-16-97,animal powered equipment,1,1,,,,,,No,
11-09-18-72,manually operated equipment,8,8,,,,,,No,
11-09-27-18,manually operated equipment,1,1,,,,,,No,
11-09-40-85,manually operated equipment,21,21,,,,,,Yes,6
11-09-40-85,animal powered equipment,2,0,,0,,,,No,
11-09-40-85,Vehicle,1,0,,0,,1,110000,No,
11-09-61-25,manually operated equipment,6,6,,,,,,No,
11-09-61-25,animal powered equipment,1,0,,0,,,,No,
11-09-62-64,manually operated equipment,30,20,,,,,,Yes,10
11-09-71-07,manually operated equipment,6,6,,,,,,No,
11-09-82-45,manually operated equipment,34,34,,,,,,No,
11-09-82-45,animal powered equipment,1,1,,,,,,No,
11-09-82-45,post-harvest equipment,1,0,,0,,1,15000,No,
11-09-82-45,Animal rearing equipment,2,2,1,,,,,No,
11-10-05-62,manually operated equipment,2,2,,,,,,No,
11-10-13-08,manually operated equipment,5,5,,,,,,No,
11-10-21-16,manually operated equipment,6,6,,,,,,No,
11-10-21-16,animal powered equipment,1,0,,0,,,,No,
11-10-35-35,manually operated equipment,47,40,,,,,,Yes,1
11-10-49-48,manually operated equipment,4,4,,,,,,No,
11-10-52-10,manually operated equipment,13,13,,,,,,No,
11-10-63-95,manually operated equipment,6,2,,,,,,No,
11-10-88-38,manually operated equipment,366,366,,,,,,No,
11-10-88-38,animal powered equipment,1,1,,,,,,No,
11-10-88-38,machine powered equipment,3,3,3,,,,,No,
11-11-12-20,manually operated equipment,9,9,,,,,,No,
11-11-27-28,manually operated equipment,4,4,,,,,,No,
11-11-40-25,manually operated equipment,2,2,,,,,,Yes,1
11-11-40-90,manually operated equipment,6,6,,,,,,No,
11-11-40-90,animal powered equipment,1,1,,,,,,No,
11-11-55-77,manually operated equipment,2,2,,,,,,No,
11-11-69-12,manually operated equipment,18,18,,,,,,No,
11-11-75-66,manually operated equipment,1,1,,,,,,No,
11-11-94-31,manually operated equipment,7,7,,,,,,No,
11-11-94-31,animal powered equipment,3,3,,,,,,No,
11-11-97-15,manually operated equipment,4,4,,,,,,Yes,3
11-12-02-29,manually operated equipment,3,3,,,,,,No,
11-12-02-29,animal powered equipment,1,1,,,,,,No,
11-12-08-09,manually operated equipment,4,4,,,,,,No,
11-12-55-85,manually operated equipment,6,6,,,,,,No,
11-12-73-42,manually operated equipment,13,13,,,,,,No,
11-12-74-10,manually operated equipment,5,5,,,,,,No,
11-12-93-48,manually operated equipment,5,5,,,,,,No,
11-12-95-00,manually operated equipment,22,22,,,,,,No,
11-12-95-00,Vehicle,1,0,,0,,1,70000,No,
11-13-10-31,manually operated equipment,4,3,,,,,,No,
11-13-10-58,manually operated equipment,70,70,,,,,,No,
11-13-10-58,animal powered equipment,2,2,,,,,,No,
11-13-10-58,post-harvest equipment,2,2,3,,,,,No,
11-13-30-98,manually operated equipment,7,7,,,,,,No,
11-13-46-44,manually operated equipment,63,63,,,,,,No,
11-13-58-99,manually operated equipment,5,5,,,,,,No,
11-13-58-99,animal powered equipment,1,1,,,,,,No,
11-13-61-22,animal powered equipment,1,0,,0,,,,No,
11-13-64-02,manually operated equipment,22,22,,,,,,No,
11-13-85-35,manually operated equipment,9,9,,,,,,No,
11-13-94-64,animal powered equipment,1,1,,,,,,No,
11-14-25-10,manually operated equipment,40,35,,,,,,No,
11-14-25-10,animal powered equipment,2,2,,,,,,No,
11-14-30-13,manually operated equipment,22,22,,,,,,No,
11-14-37-33,manually operated equipment,23,23,,,,,,No,
11-14-47-90,manually operated equipment,4,4,,,,,,No,
11-14-62-62,manually operated equipment,45,35,,,,,,No,
11-14-62-62,Vehicle,1,0,,1,2,,,No,
11-14-62-62,post-harvest equipment,1,0,,0,,1,60000,No,
11-14-86-49,manually operated equipment,1,0,,,,,,No,
11-14-90-84,manually operated equipment,29,23,,,,,,No,
11-14-90-84,Vehicle,1,0,,0,,1,75000,No,
11-14-92-12,manually operated equipment,2,2,,,,,,No,
11-14-98-01,manually operated equipment,2,2,,,,,,No,
11-15-14-68,manually operated equipment,5,5,,,,,,No,
11-15-14-68,animal powered equipment,2,2,,,,,,No,
11-15-14-68,Vehicle,1,1,0,,,,,No,
11-15-24-65,manually operated equipment,25,25,,,,,,No,
11-15-24-65,animal powered equipment,1,0,,0,,,,No,
11-15-64-90,manually operated equipment,50,35,,,,,,No,
11-15-64-90,animal powered equipment,3,1,,1,,,,No,
11-15-64-90,post-harvest equipment,1,0,,0,,1,20000,No,
11-15-65-30,manually operated equipment,58,58,,,,,,Yes,58
11-15-65-30,animal powered equipment,1,1,,,,,,No,
11-16-13-55,manually operated equipment,3,3,,,,,,No,
11-16-19-85,manually operated equipment,22,22,,,,,,No,
11-16-19-85,animal powered equipment,3,3,,,,,,No,
11-16-19-85,post-harvest equipment,5,5,1,,,,,No,
11-16-26-38,manually operated equipment,12,10,,,,,,No,
11-16-29-48,manually operated equipment,6,5,,,,,,No,
11-16-29-48,animal powered equipment,3,0,,0,,,,No,
11-16-29-48,Vehicle,1,0,,0,,1,30000,No,
11-16-48-02,manually operated equipment,12,12,,,,,,Yes,12
11-16-48-02,animal powered equipment,1,1,,,,,,Yes,1
11-16-70-42,manually operated equipment,8,6,,,,,,No,
11-16-70-42,animal powered equipment,2,0,,2,,,,No,
11-16-70-42,Vehicle,1,0,,1,0,,,No,
11-16-74-87,manually operated equipment,4,2,,,,,,No,
11-16-74-87,animal powered equipment,1,0,,0,,,,No,
11-17-07-50,manually operated equipment,2,2,,,,,,No,
11-17-07-50,animal powered equipment,1,0,,0,,,,No,
11-17-14-21,manually operated equipment,14,11,,,,,,No,
11-17-21-58,manually operated equipment,30,26,,,,,,No,
11-17-21-58,animal powered equipment,2,0,,2,,,,No,
11-17-23-18,manually operated equipment,6,6,,,,,,No,
11-17-23-18,animal powered equipment,1,1,,,,,,No,
11-17-23-18,Vehicle,1,0,,0,,1,200000,No,
11-17-40-59,manually operated equipment,28,28,,,,,,No,
11-17-40-59,Vehicle,1,1,2,,,,,No,
11-17-40-59,post-harvest equipment,1,1,3,,,,,No,
11-17-69-28,manually operated equipment,2,2,,,,,,No,
11-17-73-17,animal powered equipment,2,2,,,,,,Yes,2
11-17-88-83,manually operated equipment,14,14,,,,,,No,
11-17-89-74,manually operated equipment,3,2,,,,,,Yes,1
11-17-93-64,manually operated equipment,8,8,,,,,,No,
11-18-02-21,manually operated equipment,6,6,,,,,,No,
11-18-08-56,manually operated equipment,18,6,,,,,,No,
11-18-08-56,animal powered equipment,1,0,,1,,,,No,
11-18-24-19,manually operated equipment,5,5,,,,,,No,
11-18-35-85,manually operated equipment,13,8,,,,,,No,
11-18-35-85,animal powered equipment,2,0,,2,,,,No,
11-18-35-96,manually operated equipment,11,11,,,,,,No,
11-18-41-56,manually operated equipment,29,28,,,,,,Yes,3
11-18-41-56,animal powered equipment,2,0,,0,,,,No,
11-18-70-00,manually operated equipment,13,12,,,,,,No,
11-18-70-00,post-harvest equipment,1,1,2,,,,,No,
11-19-21-02,manually operated equipment,3,3,,,,,,No,
11-19-25-17,manually operated equipment,3,3,,,,,,No,
11-19-25-17,Vehicle,1,0,,0,,1,495000,No,
11-19-89-16,manually operated equipment,3,3,,,,,,No,
11-19-89-47,manually operated equipment,26,21,,,,,,Yes,3
11-20-26-76,manually operated equipment,70,70,,,,,,Yes,70
11-20-26-76,Vehicle,1,1,2,,,,,Yes,1
