holding_id,crop_id,s9q01,s9q02__1,s9q02__2,s9q02__3,s9q02__4,s9q02__5,s9q02__6,s9q02__7,s9q02__8,s9q02__99,s9q03,s9q04,s9q05,s9q06,s9q07,s9q08,s9q09,s9q10,s9q10a,s9q11
07-59-13-93,Pigeon pea,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-13-93,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-27-91,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,120000,Half - 50%,,,,,,,
07-59-27-91,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,1500000,Half - 50%,,,,,,,
07-59-27-91,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-34-00,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-34-00,Bulrush Millet,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-34-00,Groundnut,No,Yes,Yes,No,No,No,No,No,No,No,80,400000,20,,,,,,,
07-59-38-47,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,97,,,,3,,,
07-59-38-47,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,30,99000,Half - 50%,,,,20,,,
07-59-50-52,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-50-52,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-59-46,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-59-46,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-62-20,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-68-22,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-68-22,Banana,No,Yes,Yes,No,No,No,No,No,No,No,98,325000,2,,,,,,,
07-59-86-29,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,27,300000,73,,,,,,,
07-59-86-29,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,2550000,One quarter - 25%,,,,,,,
07-59-86-29,Sweet potatoes,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-86-29,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-59-86-29,Groundnut,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,900000,One quarter - 25%,,,,,,,
07-59-98-91,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-60-52-08,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-60-55-55,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,80,640000,20,,,,,,,
07-60-55-55,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,15,480000,85,,,,,,,
07-60-65-50,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,100000,40,,,,10,,,
07-60-71-61,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,33,100000,67,,,,,,,
07-60-71-61,Irish potatoes,No,Yes,No,No,No,No,No,No,No,No,All - 100%,960000,,,,,,,,
07-60-97-69,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-61-03-12,Maize,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,65,520000,15,15,,,5,,,
07-61-03-12,Sesame,Yes,Yes,No,No,No,No,Yes,No,No,No,10,138000,,,,,10,,,
07-61-11-62,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-61-42-00,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,42000,Half - 50%,,,,,,,
07-61-42-00,Groundnut,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,70000,One quarter - 25%,,,,,,,
07-61-69-90,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-61-69-90,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-61-69-90,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-61-87-13,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-62-11-26,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,90,1200000,5,,,,5,,,
07-62-28-86,Cassava,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
07-62-28-86,Banana,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,570000,One quarter - 25%,,,,,,,
07-62-28-86,Amaranths,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,490000,One quarter - 25%,,,,,,,
07-62-47-24,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-62-47-24,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,500000,Half - 50%,,,,,,,
07-62-47-24,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-62-54-55,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-62-69-85,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-62-69-85,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-62-69-85,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-62-70-77,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,Three-quarters - 75%,,,,,,,
07-62-70-77,Irish potatoes,No,Yes,Yes,No,No,No,No,No,No,No,41.66666,125000,58.33333,,,,,,,
07-63-03-90,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,95,,,,5,,,
07-63-10-24,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,30,300000,60,,,,10,,,
07-63-10-24,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,10,120000,70,,,,20,,,
07-63-10-24,Cotton,No,Yes,No,No,No,No,No,No,No,No,All - 100%,700000,,,,,,,,
07-63-23-91,Sorghum,Yes,Yes,Yes,No,No,No,Yes,No,No,No,70,252000,20,,,,10,,,
07-63-36-77,Maize,No,No,Yes,No,No,No,No,Yes,No,No,,,80,,,,,20,,
07-63-36-77,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-63-47-87,Maize,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,Three-quarters - 75%,,,,10,15,,
07-63-47-87,Paddy,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,Half - 50%,,,,20,30,,
07-63-47-87,Groundnut,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,20,,,,5,Three-quarters - 75%,,
07-63-50-32,Maize,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Half - 50%,228000,33,,,,,,,
07-63-50-32,Beans,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,Half - 50%,10,,,15,,,
07-63-60-91,Maize,No,Yes,Yes,No,No,No,No,No,No,No,40,480000,60,,,,,,,
07-63-60-91,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,82,432000,18,,,,,,,
07-63-60-91,Groundnut,No,Yes,Yes,No,No,No,Yes,No,No,No,94,840000,4,,,,2,,,
07-63-60-91,Tobacco,No,Yes,No,No,No,No,No,No,No,No,All - 100%,2160000,,,,,,,,
07-63-72-20,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
07-63-72-20,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-63-79-01,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,93,,,,7,,,
07-63-79-01,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,60,75000,20,,,,20,,,
07-63-83-49,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-63-92-86,Paddy,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,Three-quarters - 75%,15,,,10,,,
07-63-92-86,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,85,15,,,,,,
07-63-92-86,Cowpeas,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,80,10,,,10,,,
07-63-92-86,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-63-92-86,Mango,No,No,Yes,Yes,No,No,No,No,No,No,,,45,55,,,,,,
07-64-00-41,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-10-20,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,95,,,,5,,,
07-64-10-20,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-13-27,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-19-25,Maize,No,Yes,Yes,No,No,No,No,No,No,No,55,40000,45,,,,,,,
07-64-19-25,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-19-25,Avocado,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,15000,Half - 50%,,,,,,,
07-64-24-11,Maize,Yes,No,Yes,Yes,No,No,No,No,No,No,,,70,30,,,,,,
07-64-24-11,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,67,120000,28,,,,5,,,
07-64-24-11,Cassava,No,No,Yes,No,No,No,Yes,No,No,No,,,60,,,,40,,,
07-64-24-11,Sweet potatoes,No,No,Yes,Yes,No,No,No,No,No,No,,,40,60,,,,,,
07-64-24-11,Cowpeas,Yes,No,Yes,Yes,No,No,No,No,No,No,,,60,40,,,,,,
07-64-42-02,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-42-02,Paddy,No,Yes,No,No,No,No,No,No,No,No,All - 100%,500000,,,,,,,,
07-64-42-02,Groundnut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,810000,,,,,,,,
07-64-42-02,Okra,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,6000,One quarter - 25%,,,,,,,
07-64-48-20,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-48-20,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-48-20,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,981500,,,,,,,,
07-64-64-39,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-70-01,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-64-70-01,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,One quarter - 25%,300000,70,,,,5,,,
07-64-97-33,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,60,380000,35,5,,,,,,
07-64-97-33,Irish potatoes,No,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,150000,20,,,,30,,,
07-65-09-99,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,3700,,,,,,,,
07-65-55-77,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-65-55-77,Sorghum,No,Yes,No,No,No,No,No,No,No,No,All - 100%,105000,,,,,,,,
07-65-66-37,Maize,No,Yes,No,No,No,No,No,No,No,No,80,800000,,,,,,,,
07-65-66-37,Paddy,No,Yes,No,No,No,No,No,No,No,No,90,960000,,,,,,,,
07-65-66-37,Groundnut,Yes,Yes,Yes,No,No,No,No,No,No,No,90,200000,10,,,,,,,
07-66-03-64,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,360000,One quarter - 25%,,,,One quarter - 25%,,,
07-66-03-64,Beans,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,300000,One quarter - 25%,,,,,,,
07-66-08-20,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,2500000,One quarter - 25%,,,,One quarter - 25%,,,
07-66-18-83,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,6000000,,,,,,,,
07-66-19-48,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,300000,Half - 50%,,,,,,,
07-66-19-48,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
07-66-23-45,Maize,Yes,Yes,Yes,No,No,Yes,No,No,No,No,80,229500000,2,,,18,,,,
07-66-23-45,Avocado,No,Yes,No,No,No,No,No,No,No,No,All - 100%,2362500000,,,,,,,,
07-66-24-11,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-66-24-11,Cassava,Yes,Yes,Yes,No,No,No,No,No,No,No,95,28000,5,,,,,,,
07-66-24-11,Cowpeas,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-66-24-11,Pigeon pea,Yes,Yes,Yes,No,No,No,No,No,No,No,93,40000,7,,,,,,,
07-66-35-34,Maize,No,Yes,Yes,No,No,No,No,No,No,No,98,720000,2,,,,,,,
07-66-35-34,Beans,No,Yes,Yes,No,No,No,No,No,No,No,99,216000,1,,,,,,,
07-66-35-34,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1080000,,,,,,,,
07-66-35-34,Sunflower,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-66-48-83,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-66-48-83,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-66-74-28,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-66-75-33,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,47,420000,40,,,,13,,,
07-66-75-33,Beans,No,Yes,Yes,No,No,No,Yes,No,No,No,84,1080000,9,,,,7,,,
07-66-75-33,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1500000,,,,,,,,
07-66-75-33,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-66-77-49,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-66-77-73,Beans,No,Yes,No,No,No,No,No,No,No,No,All - 100%,840000,,,,,,,,
07-67-01-02,Maize,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,40,320000,20,5,10,5,10,,,
07-67-13-16,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-13-16,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-16-03,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-16-03,Irish potatoes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Three-quarters - 75%,140000,15,,,,10,,,
07-67-17-45,Paddy,No,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
07-67-17-45,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,85,15,,,,,,
07-67-17-45,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-21-98,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,55,300000,45,,,,,,,
07-67-21-98,Pigeon pea,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,176800,,,,,,,,
07-67-30-22,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,7410000,One quarter - 25%,,,,,,,
07-67-30-22,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,3000000,One quarter - 25%,,,,,,,
07-67-30-22,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,3650000,,,,,,,,
07-67-33-73,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-33-73,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,66,700000,34,,,,,,,
07-67-33-73,Mango,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Half - 50%,Half - 50%,,,,,,
07-67-45-19,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-52-09,Maize,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Half - 50%,360000,One quarter - 25%,,One quarter - 25%,,,,,
07-67-55-65,Maize,No,Yes,Yes,No,No,No,No,No,No,No,60,300000,40,,,,,,,
07-67-91-18,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,80,,,,20,,,
07-67-94-73,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-94-73,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,245000,,,,,,,,
07-67-97-59,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-97-59,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-97-59,Sweet potatoes,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-97-59,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-97-59,Pigeon pea,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
07-67-97-59,Chick peas,Yes,Yes,Yes,No,No,No,No,No,No,No,88,1600000,12,,,,,,,
07-67-97-59,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-67-97-59,Cotton,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
07-68-37-84,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,40,752000,60,,,,,,,
07-68-37-84,Beans,Yes,No,Yes,No,No,No,No,No,Yes,No,,,Half - 50%,,,,,,,
07-68-41-97,Maize,No,Yes,Yes,No,No,No,No,No,No,No,76,650000,24,,,,,,,
07-68-59-78,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-68-59-78,Cassava,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Half - 50%,Half - 50%,,,,,,
07-68-59-78,Banana,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-68-66-42,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,35,140000,45,,,,20,,,
07-68-67-09,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-68-67-09,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
07-68-71-31,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-68-71-31,Sorghum,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-68-71-31,Groundnut,No,Yes,Yes,No,No,No,No,No,No,No,80,180000,20,,,,,,,
07-68-75-70,Maize,No,Yes,Yes,No,No,No,No,No,No,No,81,2520000,19,,,,,,,
07-68-75-70,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,80,420000,20,,,,,,,
07-68-75-70,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,21,50000,58,,,,21,,,
07-68-75-76,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,98,,,,2,,,
07-68-75-76,Paddy,No,No,Yes,No,No,No,Yes,No,No,No,,,95,,,,5,,,
07-68-75-76,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-68-75-76,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-68-75-76,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-68-98-15,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,97,,,,3,,,
07-68-98-15,Paddy,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,40,,,,10,Half - 50%,,
07-69-08-50,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-69-39-30,Maize,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,350000,,,,,,,,
07-70-58-68,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-70-58-68,Beans,No,Yes,Yes,No,No,No,No,No,No,No,90,800000,10,,,,,,,
07-70-62-76,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,30,300000,70,,,,,,,
07-70-62-76,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,280000,Half - 50%,,,,,,,
07-70-62-76,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-70-96-39,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,51,1300000,12,,,,,,,
07-70-96-39,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,900000,,,,,,,,
07-71-01-43,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-01-43,Cotton,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,654750,,,,,,,,
07-71-04-20,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,91,2772000,9,,,,,,,
07-71-06-24,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,250000,One quarter - 25%,,,,,,,
07-71-07-59,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-10-99,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-10-99,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,90,1650000,10,,,,,,,
07-71-10-99,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-11-70,Maize,No,No,Yes,No,No,No,No,No,No,No,,,40,,,,,,,
07-71-20-38,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-20-38,Sunflower,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,150000,,,,,,,,
07-71-32-19,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-43-85,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-71-27,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-71-27,Beans,Yes,Yes,Yes,No,No,No,Yes,No,No,No,90,2800000,5,,,,5,,,
07-71-96-04,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-96-04,Sorghum,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-96-04,Sunflower,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-71-96-04,Groundnut,No,Yes,Yes,No,No,No,Yes,No,No,No,83,225000,10,,,,7,,,
07-72-00-72,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-00-72,Sorghum,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-00-72,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-00-72,Cotton,No,Yes,No,No,No,No,No,No,No,No,All - 100%,640000,,,,,,,,
07-72-01-93,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-01-93,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,10,40000,90,,,,,,,
07-72-09-96,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,One quarter - 25%,150000,Half - 50%,,,,One quarter - 25%,,,
07-72-14-22,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-19-01,Irish potatoes,No,Yes,Yes,No,No,No,No,No,No,No,95,1600000,5,,,,,,,
07-72-21-67,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,70,1080000,One quarter - 25%,,,,5,,,
07-72-23-08,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-25-75,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,35,300000,65,,,,,,,
07-72-63-12,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Three-quarters - 75%,560000,20,,,,5,,,
07-72-65-87,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-65-87,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-66-69,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,70,1500000,20,,,,10,,,
07-72-72-76,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-72-76-16,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Three-quarters - 75%,200000,15,,,,10,,,
07-72-78-00,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,48,1050000,52,,,,,,,
07-72-78-00,Pigeon pea,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,900000,,,,,,,,
07-72-88-31,Cassava,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
07-72-92-25,Maize,No,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,100000,Three-quarters - 75%,,,,,,,
07-72-92-25,Cassava,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,80000,One quarter - 25%,,,,,,,
07-72-92-25,Groundnut,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,49000,One quarter - 25%,,,,,,,
07-72-98-97,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,115000,Half - 50%,,,,,,,
07-73-00-19,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-00-19,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-05-42,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-06-58,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-07-39,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-12-31,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,60,441000,40,,,,,,,
07-73-12-31,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-18-27,Paddy,Yes,No,Yes,No,No,No,Yes,No,No,No,,,96,,,,4,,,
07-73-18-27,Sesame,Yes,Yes,No,No,No,No,Yes,No,No,No,98,1026000,,,,,2,,,
07-73-34-84,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-35-56,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-35-56,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1200000,,,,,,,,
07-73-43-49,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-43-49,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,75000,Half - 50%,,,,,,,
07-73-43-49,Groundnut,Yes,Yes,Yes,No,No,No,No,No,No,No,67,96000,33,,,,,,,
07-73-66-40,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
07-73-74-01,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,80000,One quarter - 25%,,,,,,,
