holding_id,FIELD__id,VULIPLOT__id,s4q02,s4q03_hectares,s4q04,s4q05a,s4q05b,s4q06,s4q07,s4q08__1,s4q08__2,s4q08__3,s4q08__4,s4q08__5,s4q08__6,s4q08__7,s4q08__99,s4q09,s4q10__8,s4q10__9,s4q10__10,s4q10__11,s4q10__12,s4q10__13,s4q10__14,s4q10__115,s4q10__116,s4q10__117,s4q10__118,s4q10__119,s4q10__120,s4q10__121,s4q10__99,s4q10a,s4q11,s4q12__16,s4q12__17,s4q12__18,s4q12__19,s4q12__20,s4q12__99
15-78-07-38,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
15-78-29-29,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-78-56-17,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-79-99-67,2,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
15-80-30-30,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-80-30-30,1,2,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-80-80-07,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-80-86-49,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
15-82-18-82,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
15-82-50-60,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
15-82-90-42,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-82-90-42,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-82-90-42,1,3,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-83-90-93,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-83-94-28,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No
15-84-13-88,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
15-84-67-14,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
15-84-90-87,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-84-90-87,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-85-56-15,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-85-56-15,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-85-67-55,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
15-85-67-55,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
15-86-57-67,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-86-61-76,1,1,A KITCHEN GARDEN/BACKYARD,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-87-30-87,2,1,A KITCHEN GARDEN/BACKYARD,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-87-30-87,3,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-87-57-96,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-87-57-96,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-87-57-96,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
15-87-57-96,3,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-87-57-96,5,1,CULTIVATED WITH CROPS,1,PURE STAND,Yes,One quarter - 25%,FLOODING/SURFACE/FURROW,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-87-57-96,6,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
15-88-21-42,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-88-33-55,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-88-98-05,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
15-89-37-34,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-89-37-34,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-90-11-31,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-90-11-31,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-90-11-31,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-90-11-31,3,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-90-11-31,4,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-90-80-33,1,1,TEMPORARILY LEFT FALLOW,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-91-70-27,1,1,TEMPORARILY LEFT FALLOW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-91-87-59,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-92-86-87,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-92-95-76,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
15-92-95-76,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Three-quarters - 75%,Yes,Yes,No,No,No,No,No
15-92-95-76,3,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
15-93-48-78,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-93-48-78,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-93-48-78,2,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-93-48-78,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-93-74-37,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-93-74-37,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-93-85-51,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-94-14-29,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-95-08-01,1,1,CULTIVATED WITH CROPS,2,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-95-08-01,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
15-95-08-01,3,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
15-96-04-08,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
15-96-04-08,1,2,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,MANUAL IRRIGATION,No,,,,,,,,,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
15-96-33-49,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-96-94-05,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-97-87-64,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
15-97-87-64,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-98-48-45,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-98-48-45,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-98-48-45,4,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-98-81-66,2,1,CULTIVATED WITH CROPS,0,MIXED,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
15-98-92-89,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
15-99-93-15,1,1,TEMPORARILY LEFT FALLOW,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00-14-65,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-00-26-49,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00-26-49,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00-26-49,3,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-01-09-70,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-01-09-70,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-01-60-70,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-02-81-63,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,Yes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
16-02-81-63,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
16-02-81-63,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
16-03-17-81,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-03-63-16,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-03-88-48,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-05-58-84,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-08-21-72,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-09-41-14,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-09-41-14,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-10-38-74,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-10-38-74,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-10-38-74,1,3,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-11-41-00,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-11-41-00,1,2,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-11-41-87,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-11-41-87,1,2,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-11-41-87,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-12-40-98,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-12-40-98,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-75-33,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-13-57-46,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-13-79-40,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-13-79-40,2,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
16-13-79-40,4,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
16-13-79-40,4,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-13-79-40,4,3,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-13-82-33,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-13-82-33,1,2,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-14-36-35,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-14-68-98,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-14-68-98,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-15-25-31,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-15-47-10,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-15-74-25,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-15-90-03,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,Yes,No,No
16-16-55-79,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-18-24-46,3,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-18-28-92,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-18-28-92,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-19-28-08,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-19-28-08,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-19-40-42,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-20-19-45,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-20-24-09,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-20-24-09,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-20-59-46,1,1,CULTIVATED WITH CROPS,3,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-22-34-61,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-22-48-64,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-22-48-64,1,2,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-22-52-29,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-22-52-29,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-22-81-59,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-22-81-59,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-22-81-59,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-22-81-59,4,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-23-16-38,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,Yes,All - 100%,MANUAL IRRIGATION,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-24-02-50,1,1,CULTIVATED WITH CROPS,42,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No
16-24-02-50,1,2,CULTIVATED WITH CROPS,3,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No
16-24-49-39,1,1,CULTIVATED WITH CROPS,3,PURE STAND,Yes,All - 100%,SPRINKLER IRRIGATION,No,,,,,,,,,Yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
16-24-49-39,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
16-24-49-39,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
16-24-65-61,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-25-00-65,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No
16-25-70-16,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-25-88-95,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-25-88-95,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-26-11-42,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-26-11-42,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-26-57-36,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-26-75-22,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-26-89-34,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
16-27-08-88,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
16-27-08-88,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-27-08-88,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-27-64-63,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-27-64-63,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-27-64-63,3,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-28-30-49,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-28-86-20,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-28-89-84,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-29-10-36,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-29-10-36,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-29-72-20,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-29-72-20,2,1,CULTIVATED WITH CROPS,2,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-30-17-27,1,1,CULTIVATED WITH CROPS,31,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
16-30-60-68,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
16-31-43-08,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Half - 50%,No,,,,,,
16-31-60-01,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,Yes,Yes,No,No,No,No,No
16-31-71-65,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
