holding_id,FIELD__id,VULIPLOT__id,crop_id,TEMP_PERM,areaPlanted,s5q03,s5q04__1,s5q04__2,s5q04__3,s5q04a,s5q04a_Unit,s5q05,s5q06__1,s5q06__2,s5q06__3,s5q06__4,s5q06__5,s5q06__6,s5q06__7,s5q06__8,s5q06__9,s5q06__99,s5q07,areaHarvested,s5q10__1,s5q10__2,s5q10__3,s5q10__4,s5q10__5,s5q10__6,s5q10__7,s5q10__8,s5q10__9,s5q10__99,s5q11,s5q12,s5q13,s5q14,s5q14a,s5q14b_unit,harvest_ton
13-50-22-76,3,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,2
13-50-35-62,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,7,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
13-50-35-62,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-50-35-62,2,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-50-35-62,2,1,Cocoyams,Temporary,0,OCTOBER 2023,No,Yes,No,100,SEEDLINGS,Yes,,,,,,,,,,,September 2024,0,,,,,,,,,,,,,,,,,0
13-51-08-89,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-51-08-89,1,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,18,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-51-08-89,2,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,1,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-51-08-89,2,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-51-08-89,3,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,1,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-51-08-89,3,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-51-09-17,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,20,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,2
13-51-09-17,1,2,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,40,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-51-09-17,2,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,40,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-51-09-17,2,2,Groundnut,Temporary,0,DECEMBER 2023,No,Yes,No,50,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-51-09-59,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,247.9534,20,No,,,
13-51-09-59,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,.99,2,No,,,
13-51-09-59,1,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,.4658824,0,No,,,
13-51-18-18,1,1,Maize,Temporary,8,NOVEMBER 2023,Yes,No,No,21,KILOGRAM,Yes,,,,,,,,,,,March 2024,8,,,,,,,,,,,,,,,,,2
13-51-18-18,1,2,Sorghum,Temporary,6,NOVEMBER 2023,Yes,No,No,10,KILOGRAM,Yes,,,,,,,,,,,March 2024,6,,,,,,,,,,,,,,,,,56
13-51-33-14,1,1,Maize,Temporary,0,DECEMBER 2023,Yes,No,No,3,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,0
13-52-19-67,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,1
13-52-19-67,2,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,No,No,No,No,No,No,No,No,Yes,,,,,,,0
13-52-78-12,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,4100,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,2
13-52-78-12,1,1,Cocoyams,Temporary,0,DECEMBER 2023,No,Yes,No,1100,SEEDLINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
13-52-78-12,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,40,20,No,,,
13-54-01-90,1,1,Maize,Temporary,0,DECEMBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,1
13-54-21-47,1,1,Maize,Temporary,0,DECEMBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,0
13-54-30-59,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,100,FARMER IS UNABLE TO QUANTIFY,No,,,
13-54-80-12,1,1,Paddy,Temporary,1,SEPTEMBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
13-55-13-21,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,550,CUTTINGS,Yes,,,,,,,,,,,May 2024,0,,,,,,,,,,,,,,,,,0
13-55-13-21,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,30,20,No,,,
13-55-27-19,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,2500,FARMER IS UNABLE TO QUANTIFY,No,,,
13-55-77-93,1,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,7,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-55-77-93,1,1,Groundnut,Temporary,0,DECEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-55-80-98,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,October 2023,0,,,,,,,,,,,,,,,,,0
13-55-80-98,1,1,Cassava,Temporary,0,OCTOBER 2023,No,No,Yes,350,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,,,,,,,,,,,,,,,,,0
13-56-10-68,1,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,9,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,2
13-56-10-68,1,1,Beans,Temporary,0,OCTOBER 2023,Yes,No,No,7,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
13-56-10-68,1,2,Groundnut,Temporary,1,OCTOBER 2023,No,Yes,No,18,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,0
13-58-24-52,3,1,Maize,Temporary,0,DECEMBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
13-58-24-52,3,1,Beans,Temporary,0,DECEMBER 2023,No,Yes,No,30,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
13-58-37-58,1,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,Yes,No,No,No,No,Yes,,,,,,,0
13-58-37-58,2,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
13-59-02-19,2,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,30,KILOGRAM,Yes,,,,,,,,,,,January 2024,1,Yes,No,No,No,No,No,No,No,No,Yes,,,,,,,2
13-59-17-09,1,1,Cassava,Temporary,1,NOVEMBER 2023,No,Yes,No,3000,CUTTINGS,Yes,,,,,,,,,,,September 2024,1,,,,,,,,,,,,,,,,,0
13-59-17-09,1,1,Sweet potatoes,Temporary,1,NOVEMBER 2023,No,Yes,No,2000,CUTTINGS,Yes,,,,,,,,,,,May 2024,1,,,,,,,,,,,,,,,,,0
13-59-17-09,1,2,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
13-59-17-09,1,2,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
13-61-39-29,1,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,30,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,1
13-62-65-84,2,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,4012,CUTTINGS,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,5
13-63-13-57,1,1,Maize,Temporary,1,OCTOBER 2023,Yes,Yes,No,18,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,1
13-63-13-57,1,2,Sorghum,Temporary,0,SEPTEMBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,,,,,,,,,,,,,,,,,0
13-63-13-57,2,1,Maize,Temporary,2,SEPTEMBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
13-63-23-86,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,1,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
13-64-06-75,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,492,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,,,,,,,,,,,,,,,,,0
13-64-06-75,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,46,32,Yes,0,SEEDLINGS,
13-64-06-75,3,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,6,6,No,,,
13-64-06-75,4,1,Sweet potatoes,Temporary,0,NOVEMBER 2023,No,Yes,No,1489,CUTTINGS,Yes,,,,,,,,,,,January 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
13-64-21-37,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,4,0,No,,,
13-64-74-49,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-64-74-49,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,No,Yes,2500,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
13-65-04-47,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
13-65-04-47,1,1,Cassava,Temporary,0,NOVEMBER 2023,No,No,Yes,500,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
13-65-47-05,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
13-65-47-05,1,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-65-47-05,2,1,Paddy,Temporary,1,DECEMBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,May 2024,1,No,No,No,No,Yes,No,No,No,No,No,,,,,,,1
13-66-40-14,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,1850,CUTTINGS,Yes,,,,,,,,,,,April 2024,0,No,No,No,No,No,No,Yes,No,No,No,,,,,,,1
13-66-57-65,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,50,30,Yes,3,SEEDLINGS,
13-67-85-67,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-67-85-67,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,34,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-67-85-67,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-67-85-67,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-68-06-99,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-68-06-99,1,1,Beans,Temporary,0,DECEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-68-06-99,2,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-68-06-99,2,1,Beans,Temporary,0,DECEMBER 2023,No,Yes,No,18,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
13-68-51-60,1,1,Maize,Temporary,0,JANUARY 2024,No,No,Yes,10,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
13-68-51-60,1,1,Pigeon pea,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,Yes,1,KILOGRAM,
13-68-51-60,1,1,Sunflower,Temporary,0,JANUARY 2024,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-70-10-11,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-70-10-11,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-70-15-52,1,1,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-70-15-52,1,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,4,4,No,,,
13-70-45-80,1,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
13-71-77-33,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,9,5,No,,,
13-71-95-87,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,120,CUTTINGS,Yes,,,,,,,,,,,June 2024,0,,,,,,,,,,,,,,,,,0
13-71-95-87,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,10,10,No,,,
13-72-18-26,1,1,Maize,Temporary,0,OCTOBER 2023,No,No,Yes,4,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
13-72-18-26,1,1,Cassava,Temporary,0,OCTOBER 2023,No,No,Yes,1500,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
13-72-18-26,1,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
13-72-90-21,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-72-90-21,1,1,Beans,Temporary,0,SEPTEMBER 2023,No,Yes,No,17,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
13-72-90-21,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-72-90-21,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-73-80-05,1,1,Cowpeas,Temporary,0,SEPTEMBER 2023,Yes,No,No,1,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
13-73-80-05,2,1,Cowpeas,Temporary,0,OCTOBER 2023,Yes,No,No,1,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
13-73-80-05,3,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,35,15,No,,,
13-73-87-34,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
13-73-87-34,1,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
13-74-06-84,4,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,August 2024,0,,,,,,,,,,,,,,,,,0
13-74-15-59,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,4,KILOGRAM,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,0
13-74-70-16,1,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,1,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
13-74-70-16,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,800,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
13-74-70-16,1,2,Sweet potatoes,Temporary,0,NOVEMBER 2023,No,Yes,No,250,CUTTINGS,Yes,,,,,,,,,,,January 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
13-74-70-16,2,1,Paddy,Temporary,0,NOVEMBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,0
13-75-05-37,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,3500,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,,,,,,,,,,,,,,,,,2
13-76-00-62,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,0
13-76-00-62,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,400,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
13-76-49-15,1,1,Maize,Temporary,1,DECEMBER 2023,No,No,Yes,9,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
13-76-49-15,1,2,Sweet potatoes,Temporary,0,DECEMBER 2023,No,No,Yes,100,CUTTINGS,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,2
13-76-49-15,2,1,Paddy,Temporary,1,DECEMBER 2023,No,No,Yes,40,KILOGRAM,Yes,,,,,,,,,,,June 2024,1,,,,,,,,,,,,,,,,,2
13-76-54-93,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,60,40,No,,,
13-76-54-93,2,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,510,CUTTINGS,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
13-76-54-93,4,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,820,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
13-76-85-25,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,Yes,No,No,Yes,No,No,,,,,,,1
13-76-85-25,1,2,Cassava,Temporary,1,SEPTEMBER 2023,No,Yes,No,1600,CUTTINGS,Yes,,,,,,,,,,,July 2024,0,No,No,No,No,No,No,No,No,No,Yes,,,,,,,0
13-76-85-25,2,1,Paddy,Temporary,1,NOVEMBER 2023,No,Yes,No,40,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
13-76-85-25,3,1,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
13-76-89-62,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,74,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,1
13-76-89-62,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,15,8,Yes,1,SEEDLINGS,
13-78-25-56,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,42.70756,1,No,,,
13-78-25-56,2,1,Cassava,Temporary,0,SEPTEMBER 2023,No,No,Yes,8000,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
13-78-25-56,3,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,Yes,10,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,1
13-78-25-56,4,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,2,2,No,,,
13-78-25-56,4,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,.2,1,No,,,
13-78-88-34,1,1,Irish potatoes,Temporary,1,SEPTEMBER 2023,No,Yes,No,533,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,13
13-78-88-34,2,1,Maize,Temporary,1,OCTOBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,September 2024,1,,,,,,,,,,,,,,,,,3
13-80-33-78,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-80-33-78,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,1,1,No,,,
13-80-33-78,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
13-80-84-98,1,1,Amaranths,Temporary,0,OCTOBER 2023,No,Yes,No,2000,GRAM,Yes,,,,,,,,,,,November 2023,0,,,,,,,,,,,,,,,,,0
13-81-05-64,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,50,30,No,,,
13-81-05-64,3,1,Cassava,Temporary,0,OCTOBER 2023,No,No,Yes,4000,CUTTINGS,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,2
13-82-38-62,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,320,CUTTINGS,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,0
13-82-39-39,1,1,Maize,Temporary,2,NOVEMBER 2023,Yes,No,No,20,KILOGRAM,Yes,,,,,,,,,,,July 2024,2,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,4
13-82-39-39,1,1,Beans,Temporary,2,NOVEMBER 2023,No,Yes,No,25,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,1
13-82-39-39,1,2,Sunflower,Temporary,1,NOVEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,July 2024,1,,,,,,,,,,,,,,,,,1
13-83-03-18,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,Yes,12,SEEDLINGS,
13-83-03-18,3,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,Yes,12,SEEDLINGS,
13-84-00-56,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,1,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
13-84-00-56,1,1,Beans,Temporary,0,OCTOBER 2023,No,No,Yes,3,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
13-84-00-56,2,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,1
13-84-00-56,2,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,2000,CUTTINGS,Yes,,,,,,,,,,,May 2024,0,,,,,,,,,,,,,,,,,0
13-84-04-23,1,1,Maize,Temporary,1,NOVEMBER 2023,No,Yes,No,19,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,1
13-84-04-23,2,1,Groundnut,Temporary,1,NOVEMBER 2023,No,Yes,No,60,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
13-84-65-14,2,1,Cassava,Temporary,0,OCTOBER 2023,No,No,Yes,1887,CUTTINGS,Yes,,,,,,,,,,,June 2024,0,,,,,,,,,,,,,,,,,2
