holding_id,FIELD__id,crop_id,areaPlanted,s8q01,s8q02__1,s8q02__2,s8q02__3,s8q02__4,s8q02__5,s8q02__6,s8q02__7,s8q02__8,s8q02__9,s8q02__10,s8q02__11,s8q02__99,s8q03__13,s8q03__14,s8q03__15,s8q03__1,s8q03__2,s8q03__3,s8q03__4,s8q03__5,s8q03__6,s8q03__7,s8q03__8,s8q03__9,s8q03__10,s8q03__11,s8q03__12,s8q03__16,harvest_ton
09-73-30-93,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,1
09-73-49-81,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0
09-73-80-53,1,Cashew nut,3,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1
09-73-82-96,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,,,No,0
09-73-82-96,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,,,,Yes,0
09-73-82-96,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,,,No,0
09-73-85-36,3,Sugar cane,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2
09-73-85-36,3,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,0
09-74-07-41,1,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,No,0
09-74-07-41,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,1
09-75-58-18,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,0
09-76-79-29,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,1
09-78-15-38,3,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,,,,Yes,1
09-78-93-98,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,0
09-78-93-98,1,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0
09-78-93-98,2,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0
09-81-02-58,2,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,,,,No,1
09-81-07-12,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
09-81-61-43,1,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
09-81-61-43,1,Banana,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
09-82-17-39,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
09-83-05-22,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,,,,No,0
09-83-87-50,1,Coffee,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
09-83-87-50,1,Banana,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
09-85-25-78,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,Yes,1
09-85-29-22,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
09-86-66-63,2,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,1
09-87-35-61,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
09-88-47-12,2,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,1
09-88-74-24,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
09-89-49-58,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,No,0
09-89-49-58,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
09-91-73-81,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0
09-91-73-81,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
09-91-73-81,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
09-91-73-81,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0
09-91-73-81,1,Orange,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0
09-91-73-81,2,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,2
09-91-73-81,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1
09-91-73-81,2,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
09-91-73-81,2,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0
09-91-87-84,1,Cashew nut,7,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
09-92-52-22,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0
09-92-52-22,2,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
09-92-83-46,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
09-92-83-46,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
09-93-17-61,2,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,0
09-96-06-84,1,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
09-96-06-84,6,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
09-96-42-28,3,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,,,,No,0
09-97-58-68,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
09-97-86-95,1,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
09-97-86-95,2,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
09-97-86-95,2,Cashew nut,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,0
10-01-00-58,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
10-01-00-58,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
10-02-30-92,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,,,,No,0
10-03-00-51,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1
10-03-09-88,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-03-09-88,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-03-10-66,2,Banana,0,Yes,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,,,,No,0
10-03-30-69,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
10-03-89-94,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,2
10-04-26-89,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
10-04-45-37,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0
10-04-76-89,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0
10-04-76-89,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
10-04-76-89,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0
10-05-26-39,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,No,0
10-05-26-39,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,,,,No,1
10-06-87-44,3,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,1
10-08-85-56,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,2
10-09-88-77,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,,,,No,2
10-10-22-87,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-11-12-22,1,Coffee,162,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,31
10-11-58-18,3,Avocado,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
10-14-31-50,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
10-14-45-48,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-15-34-70,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
10-16-58-20,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
10-16-58-20,1,Cashew nut,1,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,No,1
10-16-58-20,2,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
10-17-00-63,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,2
10-17-16-38,4,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-17-97-12,1,Pigeon pea,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
10-18-32-27,1,Sugar cane,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-18-32-27,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-18-40-48,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,No,0
10-18-89-63,1,Cashew nut,133,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13
10-18-89-63,1,Mango,9,Yes,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,10
10-18-89-63,1,Orange,4,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,11
10-18-91-74,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-20-01-48,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1
10-20-01-48,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2
10-20-60-03,3,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
10-20-60-03,3,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
10-20-61-94,1,Cashew nut,3,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1
10-20-61-94,2,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
10-21-27-26,3,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,1
10-22-10-98,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
10-22-10-98,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,1
10-22-10-98,2,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
10-22-10-98,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,3
10-23-25-65,4,Coffee,1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
10-23-86-18,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
10-26-01-14,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
10-26-66-02,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,,,,Yes,1
10-26-66-02,1,Avocado,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,0
10-26-87-11,1,Cashew nut,2,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-27-16-13,1,Cashew nut,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-29-39-78,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,,,No,6
10-29-99-89,1,Pigeon pea,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
10-30-12-92,3,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
10-30-13-24,2,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,Yes,0
10-30-13-24,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,2
10-30-20-14,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1
10-30-42-97,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-30-59-99,1,Orange,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3
10-30-75-66,1,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,3
10-31-04-96,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,,,,No,0
10-31-79-26,3,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,,,,Yes,1
10-31-90-62,1,Coffee,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
10-31-90-62,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,0
10-31-96-76,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
10-31-96-76,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-31-96-76,2,Cashew nut,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
10-32-20-92,3,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,0
10-32-20-92,5,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,0
10-33-98-93,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,3
10-35-23-78,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
10-36-56-79,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,0
10-37-21-50,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-38-09-78,1,Avocado,1,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-38-10-96,1,Avocado,8,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,8
10-38-10-96,2,Avocado,6,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,3
10-38-77-34,1,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-38-77-34,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0
10-39-61-58,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,1
10-39-61-58,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-39-61-58,3,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-40-96-49,2,Banana,1,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,2
10-40-96-49,3,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
10-41-96-40,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-42-16-32,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
10-42-16-32,1,Mango,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,No,2
10-42-62-14,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
10-42-62-14,2,Pigeon pea,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,1
10-43-30-84,2,Mango,0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,
10-44-80-89,1,Pigeon pea,0,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,0
10-46-12-64,2,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
10-46-27-78,1,Coffee,20,Yes,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,No,3
10-46-27-78,1,Avocado,7,Yes,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,,,,No,3
10-47-38-77,3,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,,,No,1
10-47-72-13,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,0
10-47-94-38,3,Banana,0,Yes,,,,,,,,,,,,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,,,,No,0
10-47-94-38,3,Orange,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,No,0
10-50-47-32,1,Orange,3,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,20
10-50-78-91,2,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,1
10-51-53-37,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,1
10-51-53-37,2,Pigeon pea,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-51-58-47,1,Pigeon pea,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
10-52-21-84,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
10-52-21-84,1,Cashew nut,2,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
10-53-30-24,4,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
10-53-57-28,1,Cashew nut,2,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
10-53-57-28,2,Cashew nut,2,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
10-53-84-97,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
10-53-97-37,4,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,5
10-53-97-37,4,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-54-44-21,1,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-54-44-21,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-54-91-68,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
10-55-69-77,1,Coffee,0,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,,,,,,,,,,,,,,,,
10-55-69-77,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,,,,Yes,1
10-55-69-77,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,,,,Yes,0
10-55-71-02,1,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0
10-55-79-57,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
10-56-47-97,1,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1
10-58-32-98,2,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,,,,No,0
10-59-52-35,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,,,,No,0
10-59-94-27,1,Coffee,49,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
10-59-94-27,2,Coffee,2,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-59-96-77,3,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,,,,Yes,0
10-60-20-62,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
10-61-17-89,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,1
10-61-17-89,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,1
10-61-58-44,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,,,,No,0
10-62-22-39,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
10-63-61-33,1,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-63-61-33,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
10-63-61-33,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
10-65-30-40,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
10-65-30-40,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
10-66-25-33,2,Pigeon pea,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
10-66-42-20,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
10-68-19-78,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
10-68-19-78,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
